trigger,related,slot,support,trigger_lines,related_lines,total_lines,confidence,lift,score
boots,rainbow_gradient,style_light,81,29493,399,572859,0.002746,3.943128,0.386238
boots,snow,style_light,733,29493,5339,572859,0.024853,2.666692,0.382802
boots,snowflake_print,style_light,112,29493,634,572859,0.003798,3.431291,0.357945
boots,snowflakes,style_light,267,29493,1993,572859,0.009053,2.602153,0.317785
boots,shadow,style_light,1088,29493,10581,572859,0.03689,1.997243,0.303641
brown_eyes,looking_at_viewer,camera,31513,58461,281535,572859,0.539043,1.096829,2.65976
brown_eyes,cowboy_shot,camera,4744,58461,37595,572859,0.081148,1.236506,0.368956
brown_eyes,between_fingers,camera,136,58461,737,572859,0.002326,1.808227,0.195682
brown_eyes,looking_at_another,camera,297,58461,1862,572859,0.00508,1.562997,0.19437
brown_eyes,looking_away,camera,924,58461,7020,572859,0.015805,1.289782,0.191555
brown_eyes,looking_to_the_side,camera,2079,58461,17684,572859,0.035562,1.152008,0.19123
brown_eyes,head_tilt,camera,1455,58461,12618,572859,0.024888,1.129936,0.17886
brown_eyes,looking_back,camera,1114,58461,9551,572859,0.019055,1.142925,0.17434
brown_eyes,skirt,clothing,17925,58461,146273,572859,0.306615,1.200816,1.566161
brown_eyes,shirt,clothing,19414,58461,174508,572859,0.332085,1.090137,1.552455
brown_eyes,school_uniform,clothing,12250,58461,78554,572859,0.209541,1.528091,1.309128
brown_eyes,tokiwadai_school_uniform,clothing,355,58461,500,572859,0.006072,6.957286,0.89133
brown_eyes,white_shirt,clothing,11014,58461,94384,572859,0.188399,1.143479,0.870843
brown_eyes,muneate,clothing,775,58461,1420,572859,0.013257,5.348043,0.774094
brown_eyes,sakuragaoka_high_school_uniform,clothing,528,58461,922,572859,0.009032,5.611572,0.766199
brown_eyes,kita_high_school_uniform,clothing,706,58461,1393,572859,0.012076,4.966324,0.708921
brown_eyes,smile,expression,24506,58461,214402,572859,0.419185,1.120018,2.060826
brown_eyes,blush,expression,20557,58461,173813,572859,0.351636,1.158935,1.757718
brown_eyes,wavy_mouth,expression,540,58461,4001,572859,0.009237,1.322534,0.181211
brown_eyes,nose_blush,expression,401,58461,2917,572859,0.006859,1.347068,0.176051
brown_eyes,embarrassed,expression,285,58461,1972,572859,0.004875,1.416183,0.174886
brown_eyes,mouth_hold,expression,378,58461,3280,572859,0.006466,1.129274,0.146175
brown_eyes,split_mouth,expression,223,58461,1820,572859,0.003815,1.200646,0.142118
brown_eyes,spoken_blush,expression,50,58461,312,572859,0.000855,1.570352,0.139616
brown_eyes,standing,pose_action,8050,58461,69880,572859,0.137699,1.128819,0.607189
brown_eyes,sitting,pose_action,5926,58461,51872,572859,0.101367,1.119464,0.428203
brown_eyes,knees,pose_action,311,58461,1110,572859,0.00532,2.745484,0.344078
brown_eyes,holding_gohei,pose_action,102,58461,413,572859,0.001745,2.420091,0.247965
brown_eyes,:d,pose_action,693,58461,4012,572859,0.011854,1.692598,0.240938
brown_eyes,eye_contact,pose_action,85,58461,349,572859,0.001454,2.386575,0.235999
brown_eyes,holding_cup,pose_action,892,58461,6256,572859,0.015258,1.397171,0.206446
brown_eyes,breath,pose_action,441,58461,2898,572859,0.007543,1.491151,0.197889
brown_eyes,magatama,prop,333,58461,951,572859,0.005696,3.431194,0.434954
brown_eyes,quiver,prop,168,58461,502,572859,0.002874,3.279345,0.368995
brown_eyes,gohei,prop,502,58461,1945,572859,0.008587,2.529098,0.3426
brown_eyes,machinery,prop,648,58461,2771,572859,0.011084,2.291501,0.322898
brown_eyes,bag,prop,3576,58461,24266,572859,0.061169,1.444045,0.313982
brown_eyes,torpedo_launcher,prop,113,58461,377,572859,0.001933,2.937099,0.306913
brown_eyes,bow_(weapon),prop,398,58461,1689,572859,0.006808,2.309058,0.301408
brown_eyes,arrow_(projectile),prop,381,58461,1689,572859,0.006517,2.21043,0.286491
brown_eyes,fireplace,scene,337,58461,1122,572859,0.005765,2.943192,0.373834
brown_eyes,outdoors,scene,5395,58461,48866,572859,0.092284,1.081848,0.372671
brown_eyes,couch,scene,712,58461,3205,572859,0.012179,2.176875,0.311134
brown_eyes,turret,scene,453,58461,1935,572859,0.007749,2.294028,0.305746
brown_eyes,smokestack,scene,159,58461,640,572859,0.00272,2.434438,0.271183
brown_eyes,on_couch,scene,270,58461,1239,572859,0.004618,2.135374,0.26128
brown_eyes,indoors,scene,3133,58461,22038,572859,0.053591,1.39306,0.261097
brown_eyes,electricity,scene,220,58461,1057,572859,0.003763,2.039526,0.24084
brown_eyes,flight_deck,style_light,242,58461,573,572859,0.00414,4.138493,0.496909
brown_eyes,light_brown_hair,style_light,1650,58461,6621,572859,0.028224,2.441979,0.393172
brown_eyes,steam,style_light,495,58461,2956,572859,0.008467,1.640901,0.221792
brown_eyes,blurry_background,style_light,1609,58461,13705,572859,0.027523,1.150426,0.1846
brown_eyes,depth_of_field,style_light,1371,58461,11727,572859,0.023452,1.145597,0.17987
brown_eyes,colored_shadow,style_light,61,58461,330,572859,0.001043,1.811329,0.167662
brown_eyes,light_smile,style_light,742,58461,6265,572859,0.012692,1.160551,0.1669
brown_eyes,sunlight,style_light,685,58461,6116,572859,0.011717,1.0975,0.155954
brown_hair,cowboy_shot,camera,6393,87332,37595,572859,0.073203,1.115447,0.310808
brown_hair,between_fingers,camera,198,87332,737,572859,0.002267,1.762268,0.204252
brown_hair,looking_away,camera,1262,87332,7020,572859,0.014451,1.179225,0.183044
brown_hair,head_tilt,camera,2098,87332,12618,572859,0.024023,1.09066,0.181261
brown_hair,lens_flare,camera,556,87332,2885,572859,0.006367,1.264164,0.174001
brown_hair,bokeh,camera,247,87332,1128,572859,0.002828,1.436356,0.173076
brown_hair,looking_back,camera,1574,87332,9551,572859,0.018023,1.081011,0.172949
brown_hair,dutch_angle,camera,1085,87332,6254,572859,0.012424,1.13801,0.172944
brown_hair,skirt,clothing,25802,87332,146273,572859,0.295447,1.15708,1.508209
brown_hair,school_uniform,clothing,17452,87332,78554,572859,0.199835,1.457308,1.235388
brown_hair,animal_ear_piercing,clothing,572,87332,675,572859,0.00655,5.558615,0.768457
brown_hair,porkpie_hat,clothing,454,87332,542,572859,0.005199,5.494534,0.732564
brown_hair,tokiwadai_school_uniform,clothing,403,87332,500,572859,0.004615,5.287001,0.691527
brown_hair,jacket,clothing,12725,87332,74842,572859,0.145708,1.115287,0.66709
brown_hair,pleated_skirt,clothing,10839,87332,55124,572859,0.124113,1.289801,0.645988
brown_hair,bone_hair_ornament,clothing,345,87332,462,572859,0.00395,4.898369,0.624598
brown_hair,brown_eyes,expression,31791,87332,58461,572859,0.364025,3.567075,5.846434
brown_hair,smile,expression,35896,87332,214402,572859,0.411029,1.098226,2.056215
brown_hair,blush,expression,28738,87332,173813,572859,0.329066,1.084548,1.591223
brown_hair,mouth_hold,expression,573,87332,3280,572859,0.006561,1.145922,0.158462
brown_hair,solid_oval_eyes,expression,171,87332,878,572859,0.001958,1.277544,0.144214
brown_hair,no_mouth,expression,201,87332,1081,572859,0.002302,1.219677,0.141744
brown_hair,solid_circle_eyes,expression,98,87332,504,572859,0.001122,1.275469,0.129678
brown_hair,full-face_blush,expression,58,87332,336,572859,0.000664,1.132304,0.103748
brown_hair,holding_gohei,pose_action,146,87332,413,572859,0.001672,2.318874,0.254279
brown_hair,one_eye_closed,pose_action,3902,87332,22492,572859,0.04468,1.137977,0.204403
brown_hair,hand_on_own_hip,pose_action,1315,87332,6686,572859,0.015057,1.290131,0.201403
brown_hair,3,pose_action,1709,87332,9196,572859,0.019569,1.219039,0.197196
brown_hair,salute,pose_action,252,87332,1016,572859,0.002886,1.626976,0.196726
brown_hair,holding_bag,pose_action,498,87332,2387,572859,0.005702,1.36852,0.185151
brown_hair,breath,pose_action,589,87332,2898,572859,0.006744,1.333188,0.185142
brown_hair,holding_food,pose_action,1707,87332,9827,572859,0.019546,1.139428,0.184289
brown_hair,plum_blossoms,prop,488,87332,693,572859,0.005588,4.619138,0.622944
brown_hair,flower,prop,10621,87332,61603,572859,0.121616,1.130936,0.553816
brown_hair,magatama,prop,443,87332,951,572859,0.005073,3.055607,0.4058
brown_hair,gohei,prop,785,87332,1945,572859,0.008989,2.647429,0.383926
brown_hair,bag,prop,5173,87332,24266,572859,0.059234,1.398359,0.307679
brown_hair,test_tube,prop,200,87332,520,572859,0.00229,2.522906,0.292937
brown_hair,food,prop,6028,87332,35289,572859,0.069024,1.120491,0.292417
brown_hair,machinery,prop,753,87332,2771,572859,0.008622,1.782513,0.256907
brown_hair,outdoors,scene,8444,87332,48866,572859,0.096688,1.133485,0.430386
brown_hair,turret,scene,539,87332,1935,572859,0.006172,1.827183,0.250285
brown_hair,day,scene,4470,87332,24340,572859,0.051184,1.204651,0.225134
brown_hair,autumn,scene,317,87332,1188,572859,0.00363,1.750319,0.220063
brown_hair,school,scene,100,87332,314,572859,0.001145,2.08903,0.213227
brown_hair,smokestack,scene,172,87332,640,572859,0.001969,1.76288,0.199212
brown_hair,autumn_leaves,scene,486,87332,2182,572859,0.005565,1.461019,0.196907
brown_hair,table,scene,1074,87332,5440,572859,0.012298,1.29503,0.196523
brown_hair,flight_deck,style_light,266,87332,573,572859,0.003046,3.045099,0.37164
brown_hair,colored_shadow,style_light,107,87332,330,572859,0.001225,2.126886,0.21994
brown_hair,blurry_background,style_light,2549,87332,13705,572859,0.029187,1.220015,0.207895
brown_hair,sunlight,style_light,1249,87332,6116,572859,0.014302,1.339582,0.207637
brown_hair,blurry,style_light,4286,87332,24859,572859,0.049077,1.130949,0.20544
brown_hair,depth_of_field,style_light,2102,87332,11727,572859,0.024069,1.175764,0.195453
brown_hair,dappled_sunlight,style_light,240,87332,1064,572859,0.002748,1.479599,0.177399
brown_hair,shadow,style_light,1761,87332,10581,572859,0.020164,1.091709,0.177306
butterfly,looking_at_animal,camera,105,5793,570,572859,0.018125,18.216236,1.876908
butterfly,from_side,camera,392,5793,21007,572859,0.067668,1.845297,0.325183
butterfly,profile,camera,225,5793,9573,572859,0.03884,2.324228,0.275545
butterfly,framed,camera,19,5793,654,572859,0.00328,2.872897,0.210066
butterfly,looking_up,camera,116,5793,5785,572859,0.020024,1.982891,0.20824
butterfly,looking_away,camera,110,5793,7020,572859,0.018988,1.549529,0.161088
butterfly,looking_back,camera,139,5793,9551,572859,0.023994,1.439164,0.156379
butterfly,sideways_glance,camera,41,5793,2344,572859,0.007078,1.729699,0.147679
butterfly,butterfly_print,clothing,134,5793,387,572859,0.023131,34.240338,3.695153
butterfly,butterfly_hair_ornament,clothing,347,5793,1509,572859,0.0599,22.739685,3.477001
butterfly,triangular_headpiece,clothing,266,5793,1108,572859,0.045917,23.740294,2.897395
butterfly,butterfly_brooch,clothing,95,5793,351,572859,0.016399,26.764597,2.704816
butterfly,porkpie_hat,clothing,126,5793,542,572859,0.02175,22.988756,2.45237
butterfly,dress,clothing,2153,5793,115198,572859,0.371655,1.848176,2.290799
butterfly,long_sleeves,clothing,2194,5793,174964,572859,0.378733,1.24003,1.570106
butterfly,hair_ornament,clothing,1703,5793,108389,572859,0.293975,1.553723,1.47704
butterfly,closed_mouth,expression,1371,5793,114033,572859,0.236665,1.188916,0.883571
butterfly,blue_eyes,expression,1207,5793,107389,572859,0.208355,1.111454,0.714482
butterfly,hair_between_eyes,expression,1038,5793,94992,572859,0.179182,1.080574,0.5848
butterfly,red_eyes,expression,907,5793,78718,572859,0.156568,1.139403,0.52847
butterfly,pink_eyes,expression,449,5793,20193,572859,0.077507,2.19882,0.453639
butterfly,covered_eyes,expression,20,5793,590,572859,0.003452,3.35214,0.247576
butterfly,closed_eyes,expression,379,5793,34659,572859,0.065424,1.081353,0.183229
butterfly,covered_mouth,expression,44,5793,2579,572859,0.007595,1.687118,0.146138
butterfly,holding,pose_action,1502,5793,124346,572859,0.259278,1.194489,0.984724
butterfly,holding_fan,pose_action,133,5793,2158,572859,0.022959,6.094589,0.656794
butterfly,sitting,pose_action,776,5793,51872,572859,0.133955,1.479357,0.573777
butterfly,holding_flower,pose_action,170,5793,4185,572859,0.029346,4.016962,0.452967
butterfly,holding_bouquet,pose_action,83,5793,2027,572859,0.014328,4.049194,0.398538
butterfly,hand_up,pose_action,509,5793,32439,572859,0.087865,1.551653,0.370174
butterfly,holding_lantern,pose_action,29,5793,670,572859,0.005006,4.280233,0.340506
butterfly,holding_paintbrush,pose_action,18,5793,487,572859,0.003107,3.655003,0.264468
butterfly,bug,prop,5789,5793,6641,572859,0.99931,86.201392,324.18228
butterfly,blue_butterfly,prop,1158,5793,1158,572859,0.199896,98.888141,60.635327
butterfly,butterfly_on_hand,prop,325,5793,325,572859,0.056102,98.888141,14.008548
butterfly,flower,prop,2500,5793,61603,572859,0.431555,4.013122,5.887841
butterfly,plum_blossoms,prop,139,5793,693,572859,0.023994,19.834706,2.155226
butterfly,wisteria,prop,58,5793,315,572859,0.010012,18.207975,1.668314
butterfly,animal,prop,490,5793,9417,572859,0.084585,5.145502,1.174677
butterfly,rose,prop,502,5793,10106,572859,0.086656,4.912116,1.153244
butterfly,petals,scene,453,5793,13565,572859,0.078198,3.302346,0.68835
butterfly,flower_field,scene,85,5793,1265,572859,0.014673,6.644658,0.657065
butterfly,outdoors,scene,787,5793,48866,572859,0.135854,1.59262,0.627769
butterfly,field,scene,101,5793,1970,572859,0.017435,5.0699,0.518479
butterfly,grass,scene,284,5793,7506,572859,0.049025,3.741571,0.461775
butterfly,nature,scene,192,5793,5128,572859,0.033143,3.70252,0.42678
butterfly,on_ground,scene,38,5793,774,572859,0.00656,4.854973,0.408119
butterfly,in_tree,scene,18,5793,317,572859,0.003107,5.615099,0.406297
butterfly,blurry,style_light,506,5793,24859,572859,0.087347,2.012848,0.476927
butterfly,light_particles,style_light,193,5793,5301,572859,0.033316,3.600342,0.415389
butterfly,blurry_foreground,style_light,131,5793,3689,572859,0.022613,3.511615,0.377361
butterfly,depth_of_field,style_light,270,5793,11727,572859,0.046608,2.27678,0.278582
butterfly,dappled_sunlight,style_light,34,5793,1064,572859,0.005869,3.159959,0.259662
butterfly,sunlight,style_light,144,5793,6116,572859,0.024858,2.328302,0.25466
butterfly,light_blue_hair,style_light,72,5793,2749,572859,0.012429,2.590013,0.24784
butterfly,light_rays,style_light,50,5793,1919,572859,0.008631,2.576554,0.229075
capelet,looking_at_viewer,camera,6636,12364,281535,572859,0.53672,1.092101,2.240601
capelet,full_body,camera,2310,12364,78638,572859,0.186833,1.361032,0.855794
capelet,cowboy_shot,camera,963,12364,37595,572859,0.077887,1.18682,0.276216
capelet,looking_afar,camera,82,12364,1981,572859,0.006632,1.917865,0.188314
capelet,bokeh,camera,49,12364,1128,572859,0.003963,2.012685,0.178208
capelet,over_shoulder,camera,32,12364,683,572859,0.002588,2.170791,0.176187
capelet,dutch_angle,camera,197,12364,6254,572859,0.015933,1.459476,0.169005
capelet,looking_back,camera,262,12364,9551,572859,0.021191,1.270987,0.154715
capelet,white_capelet,clothing,3016,12364,3023,572859,0.243934,46.225534,39.250206
capelet,black_capelet,clothing,1335,12364,1337,572859,0.107975,46.263512,15.628881
capelet,red_capelet,clothing,1328,12364,1335,572859,0.107409,46.089877,15.477363
capelet,fur-trimmed_capelet,clothing,1264,12364,1264,572859,0.102232,46.332821,14.708288
capelet,blue_capelet,clothing,887,12364,889,572859,0.071741,46.228585,9.792828
capelet,frilled_capelet,clothing,684,12364,685,572859,0.055322,46.265182,7.272397
capelet,hooded_capelet,clothing,619,12364,619,572859,0.050065,46.332821,6.491859
capelet,brown_capelet,clothing,402,12364,402,572859,0.032514,46.332821,6.057778
capelet,smile,expression,5176,12364,214402,572859,0.418635,1.118547,1.739517
capelet,blue_eyes,expression,3147,12364,107389,572859,0.254529,1.357768,1.209321
capelet,open_mouth,expression,3358,12364,143257,572859,0.271595,1.086059,1.040463
capelet,closed_mouth,expression,2954,12364,114033,572859,0.238919,1.200242,0.995599
capelet,red_eyes,expression,2053,12364,78718,572859,0.166047,1.20838,0.665046
capelet,purple_eyes,expression,1132,12364,47180,572859,0.091556,1.111673,0.311211
capelet,yellow_eyes,expression,935,12364,37721,572859,0.075623,1.148463,0.258416
capelet,multicolored_eyes,expression,158,12364,3659,572859,0.012779,2.000707,0.22261
capelet,holding_sack,pose_action,147,12364,361,572859,0.011889,18.866827,2.071483
capelet,holding,pose_action,3550,12364,124346,572859,0.287124,1.322773,1.34884
capelet,merry_christmas,pose_action,157,12364,604,572859,0.012698,12.043465,1.33846
capelet,holding_lantern,pose_action,143,12364,670,572859,0.011566,9.888945,1.080215
capelet,standing,pose_action,1940,12364,69880,572859,0.156907,1.286286,0.664019
capelet,holding_staff,pose_action,276,12364,2450,572859,0.022323,5.219534,0.641054
capelet,holding_book,pose_action,490,12364,4898,572859,0.039631,4.635174,0.62551
capelet,holding_basket,pose_action,65,12364,613,572859,0.005257,4.912942,0.460603
capelet,mouse,prop,239,12364,752,572859,0.01933,14.725458,1.764257
capelet,sack,prop,260,12364,851,572859,0.021029,14.155739,1.720887
capelet,book,prop,990,12364,11813,572859,0.080071,3.882967,0.932741
capelet,rapier,prop,87,12364,436,572859,0.007037,9.245311,0.918416
capelet,basket,prop,262,12364,1964,572859,0.021191,6.180855,0.752386
capelet,cheese,prop,69,12364,410,572859,0.005581,7.797475,0.739835
capelet,christmas_tree,prop,155,12364,1098,572859,0.012536,6.540608,0.725185
capelet,lily_of_the_valley,prop,58,12364,396,572859,0.004691,6.78612,0.621781
capelet,christmas,scene,644,12364,3031,572859,0.052087,9.844387,1.44372
capelet,crescent,scene,562,12364,5934,572859,0.045455,4.38811,0.604988
capelet,tower,scene,37,12364,506,572859,0.002993,3.387973,0.283251
capelet,castle,scene,31,12364,432,572859,0.002507,3.324809,0.26811
capelet,sky,scene,920,12364,36349,572859,0.07441,1.172692,0.259028
capelet,halloween,scene,111,12364,2305,572859,0.008978,2.231212,0.232357
capelet,winter,scene,101,12364,2158,572859,0.008169,2.168496,0.221764
capelet,library,scene,29,12364,524,572859,0.002346,2.564221,0.203992
capelet,snowflake_print,style_light,152,12364,634,572859,0.012294,11.108184,1.227185
capelet,snowflakes,style_light,221,12364,1993,572859,0.017874,5.137759,0.607183
capelet,snowing,style_light,291,12364,3920,572859,0.023536,3.439503,0.426252
capelet,snowman,style_light,69,12364,763,572859,0.005581,4.189993,0.397552
capelet,lightning,style_light,34,12364,369,572859,0.00275,4.269149,0.350807
capelet,red_eyeshadow,style_light,48,12364,595,572859,0.003882,3.737774,0.329565
capelet,light_particles,style_light,257,12364,5301,572859,0.020786,2.246281,0.272531
capelet,snow,style_light,257,12364,5339,572859,0.020786,2.230293,0.270592
cargo_pants,pants,clothing,51,51,16758,572859,1,34.184211,61.030091
cargo_pants,gloves,clothing,19,51,68895,572859,0.372549,3.097729,1.687689
cargo_pants,jacket,clothing,19,51,74842,572859,0.372549,2.851581,1.553584
cargo_pants,shirt,clothing,22,51,174508,572859,0.431373,1.416071,0.919427
cargo_pants,holding_gun,pose_action,21,51,4914,572859,0.411765,48.002262,29.477715
cargo_pants,holding_weapon,pose_action,21,51,16875,572859,0.411765,13.978259,8.58391
cargo_pants,holding,pose_action,26,51,124346,572859,0.509804,2.348654,1.863444
cargo_pants,rifle,prop,21,51,3293,572859,0.411765,71.631679,43.988305
cargo_pants,gun,prop,30,51,9115,572859,0.588235,36.969378,34.839507
cargo_pants,weapon,prop,31,51,32152,572859,0.607843,10.83007,10.61693
cat,looking_at_animal,camera,141,6260,570,572859,0.022524,22.636937,2.466268
cat,full_body,camera,1077,6260,78638,572859,0.172045,1.253305,0.654685
cat,wide_shot,camera,202,6260,4156,572859,0.032268,4.447841,0.517359
cat,looking_at_another,camera,82,6260,1862,572859,0.013099,4.030024,0.395706
cat,perspective,camera,22,6260,432,572859,0.003514,4.660284,0.350721
cat,facing_away,camera,69,6260,1951,572859,0.011022,3.236423,0.307076
cat,from_above,camera,122,6260,5335,572859,0.019489,2.092661,0.221882
cat,from_behind,camera,187,6260,9789,572859,0.029872,1.748142,0.200553
cat,on_head,clothing,333,6260,1661,572859,0.053195,18.34628,2.474265
cat,animal_on_head,clothing,277,6260,1446,572859,0.044249,17.53012,2.154348
cat,long_sleeves,clothing,2312,6260,174964,572859,0.369329,1.20924,1.503219
cat,aria_company_uniform,clothing,77,6260,594,572859,0.0123,11.86254,1.150381
cat,paw_print,clothing,158,6260,1400,572859,0.02524,10.327673,1.149113
cat,frilled_hairband,clothing,170,6260,1528,572859,0.027157,10.1812,1.148069
cat,yellow_cardigan,clothing,89,6260,766,572859,0.014217,10.632482,1.060928
cat,skirt,clothing,1803,6260,146273,572859,0.288019,1.127989,1.058597
cat,closed_eyes,expression,705,6260,34659,572859,0.11262,1.861429,0.598359
cat,green_eyes,expression,685,6260,50297,572859,0.109425,1.246298,0.387579
cat,black_eyes,expression,255,6260,14394,572859,0.040735,1.621183,0.196426
cat,blush_stickers,expression,183,6260,10404,572859,0.029233,1.609623,0.183944
cat,dot_mouth,expression,18,6260,831,572859,0.002875,1.982188,0.143427
cat,covered_mouth,expression,35,6260,2579,572859,0.005591,1.24191,0.102657
cat,mouth_hold,expression,41,6260,3280,572859,0.00655,1.143888,0.097663
cat,holding_cat,pose_action,551,6260,551,572859,0.088019,91.511022,22.142138
cat,holding_animal,pose_action,740,6260,1877,572859,0.118211,36.077867,12.261549
cat,animal_hug,pose_action,112,6260,334,572859,0.017891,30.686331,3.201136
cat,sitting,pose_action,1391,6260,51872,572859,0.222204,2.45396,1.715693
cat,holding,pose_action,2091,6260,124346,572859,0.334026,1.538848,1.707775
cat,holding_basket,pose_action,68,6260,613,572859,0.010863,10.151304,0.960361
cat,in_container,pose_action,144,6260,1692,572859,0.023003,7.788172,0.851839
cat,sleeping,pose_action,167,6260,2727,572859,0.026677,5.604085,0.629892
cat,black_cat,prop,1440,6260,1440,572859,0.230032,91.511022,66.548247
cat,animal,prop,2524,6260,9417,572859,0.403195,24.527325,33.661238
cat,white_cat,prop,416,6260,416,572859,0.066454,91.511022,15.99008
cat,animal_on_shoulder,prop,134,6260,689,572859,0.021406,17.797499,1.920673
cat,plant,prop,509,6260,8297,572859,0.08131,5.61397,1.239396
cat,potted_plant,prop,271,6260,2655,572859,0.043291,9.340673,1.143628
cat,flower_pot,prop,57,6260,503,572859,0.009105,10.370036,0.946823
cat,teacup,prop,201,6260,2697,572859,0.032109,6.820065,0.792588
cat,air_conditioner,scene,53,6260,316,572859,0.008466,15.348368,1.380847
cat,outdoors,scene,1076,6260,48866,572859,0.171885,2.015018,1.051464
cat,stairs,scene,165,6260,2574,572859,0.026358,5.866091,0.657893
cat,house,scene,85,6260,1175,572859,0.013578,6.619946,0.654621
cat,indoors,scene,592,6260,22038,572859,0.094569,2.458232,0.646178
cat,road_sign,scene,60,6260,839,572859,0.009585,6.544292,0.603743
cat,window,scene,419,6260,11501,572859,0.066933,3.333894,0.587426
cat,vending_machine,scene,26,6260,318,572859,0.004153,7.482033,0.582215
cat,wind_chime,style_light,22,6260,362,572859,0.003514,5.561443,0.41854
cat,traffic_light,style_light,21,6260,362,572859,0.003355,5.30865,0.395856
cat,dappled_sunlight,style_light,51,6260,1064,572859,0.008147,4.386337,0.391553
cat,sunlight,style_light,194,6260,6116,572859,0.03099,2.902737,0.335212
cat,rain,style_light,121,6260,3967,572859,0.019329,2.791236,0.29549
cat,light,style_light,54,6260,1593,572859,0.008626,3.102069,0.280145
cat,train,style_light,23,6260,585,572859,0.003674,3.597869,0.273171
cat,shadow,style_light,239,6260,10581,572859,0.038179,2.06702,0.24765
chair,from_above,camera,161,5989,5335,572859,0.026883,2.886589,0.322287
chair,wide_shot,camera,126,5989,4156,572859,0.021039,2.899936,0.309356
chair,dutch_angle,camera,135,5989,6254,572859,0.022541,2.064759,0.223135
chair,pov,camera,64,5989,2781,572859,0.010686,2.201265,0.205734
chair,looking_away,camera,128,5989,7020,572859,0.021373,1.74408,0.186606
chair,between_legs,camera,37,5989,1697,572859,0.006178,2.085515,0.174359
chair,lens_flare,camera,57,5989,2885,572859,0.009517,1.889829,0.172548
chair,from_side,camera,301,5989,21007,572859,0.050259,1.370553,0.171707
chair,long_sleeves,clothing,2564,5989,174964,572859,0.428118,1.401725,2.04672
chair,shirt,clothing,2442,5989,174508,572859,0.407748,1.338517,1.849922
chair,skirt,clothing,2131,5989,146273,572859,0.355819,1.393518,1.651454
chair,white_shirt,clothing,1462,5989,94384,572859,0.244114,1.481639,1.145798
chair,school_uniform,clothing,1325,5989,78554,572859,0.221239,1.613396,1.115628
chair,uwabaki,clothing,59,5989,498,572859,0.009851,11.332249,1.041915
chair,slippers,clothing,127,5989,1270,572859,0.021206,9.565186,1.021907
chair,pleated_skirt,clothing,991,5989,55124,572859,0.16547,1.719596,0.853748
chair,closed_mouth,expression,1639,5989,114033,572859,0.273668,1.374807,1.210451
chair,brown_eyes,expression,723,5989,58461,572859,0.120721,1.182948,0.409157
chair,purple_eyes,expression,535,5989,47180,572859,0.08933,1.084649,0.265135
chair,closed_eyes,expression,443,5989,34659,572859,0.073969,1.222591,0.240201
chair,black_eyes,expression,225,5989,14394,572859,0.037569,1.495183,0.177259
chair,bags_under_eyes,expression,39,5989,2181,572859,0.006512,1.710418,0.144547
chair,half-closed_eyes,expression,74,5989,5205,572859,0.012356,1.359892,0.130841
chair,nose_blush,expression,40,5989,2917,572859,0.006679,1.311647,0.111422
chair,sitting,pose_action,4341,5989,51872,572859,0.724829,8.004795,21.111481
chair,crossed_legs,pose_action,399,5989,2911,572859,0.066622,13.110647,2.281234
chair,holding,pose_action,2125,5989,124346,572859,0.354817,1.634634,1.931038
chair,elbow_rest,pose_action,83,5989,551,572859,0.013859,14.408538,1.418148
chair,holding_cup,pose_action,439,5989,6256,572859,0.073301,6.712143,1.304924
chair,holding_pencil,pose_action,51,5989,341,572859,0.008516,14.305704,1.27702
chair,reading,pose_action,132,5989,1073,572859,0.02204,11.767051,1.266304
chair,head_rest,pose_action,294,5989,3261,572859,0.04909,8.623627,1.070569
chair,desk,prop,1322,5989,3012,572859,0.220738,41.982656,28.955307
chair,school_chair,prop,581,5989,582,572859,0.097011,95.487511,25.674204
chair,swivel_chair,prop,422,5989,450,572859,0.070463,89.70019,16.657578
chair,cup,prop,1244,5989,13669,572859,0.207714,8.705166,5.602299
chair,keyboard_(computer),prop,220,5989,558,572859,0.036734,37.712204,4.453298
chair,book,prop,1041,5989,11813,572859,0.173819,8.429153,4.427084
chair,monitor,prop,270,5989,833,572859,0.045083,31.003605,3.793536
chair,mouse_(computer),prop,132,5989,363,572859,0.02204,34.782495,3.743098
chair,on_chair,scene,1053,5989,1469,572859,0.175822,68.564609,36.485434
chair,table,scene,1528,5989,5440,572859,0.255134,26.86692,21.845553
chair,armchair,scene,426,5989,427,572859,0.07113,95.427853,17.916364
chair,school_desk,scene,736,5989,1530,572859,0.122892,46.012922,16.244242
chair,indoors,scene,2378,5989,22038,572859,0.397061,10.321269,13.84378
chair,office_chair,scene,335,5989,335,572859,0.055936,95.651862,13.578274
chair,window,scene,1428,5989,11501,572859,0.238437,11.876433,8.942087
chair,classroom,scene,506,5989,1390,572859,0.084488,34.82003,7.980297
chair,sunlight,style_light,353,5989,6116,572859,0.058941,5.520783,0.833
chair,steam,style_light,213,5989,2956,572859,0.035565,6.89237,0.809269
chair,blurry,style_light,539,5989,24859,572859,0.089998,2.073951,0.511347
chair,light_rays,style_light,75,5989,1919,572859,0.012523,3.738348,0.360642
chair,light_particles,style_light,169,5989,5301,572859,0.028218,3.049456,0.343499
chair,blurry_background,style_light,318,5989,13705,572859,0.053097,2.21943,0.296485
chair,depth_of_field,style_light,291,5989,11727,572859,0.048589,2.373556,0.294151
chair,light,style_light,51,5989,1593,572859,0.008516,3.062301,0.273361
