trigger,related,slot,support,trigger_lines,related_lines,total_lines,confidence,lift,score
city,wide_shot,camera,281,2988,4156,572859,0.094043,12.962773,3.003624
city,from_behind,camera,334,2988,9789,572859,0.11178,6.541469,1.854753
city,very_wide_shot,camera,34,2988,447,572859,0.011379,14.58272,1.198301
city,facing_away,camera,113,2988,1951,572859,0.037818,11.104227,1.160339
city,fisheye,camera,24,2988,342,572859,0.008032,13.454027,1.030228
city,perspective,camera,27,2988,432,572859,0.009036,11.982492,0.939548
city,lens_flare,camera,103,2988,2885,572859,0.034471,6.844765,0.702642
city,landscape,camera,35,2988,805,572859,0.011714,8.335647,0.68903
city,jacket,clothing,785,2988,74842,572859,0.262718,2.010904,1.532264
city,neon_trim,clothing,35,2988,407,572859,0.011714,16.486968,1.362823
city,skirt,clothing,955,2988,146273,572859,0.319612,1.251718,1.194001
city,long_sleeves,clothing,1027,2988,174964,572859,0.343708,1.125353,1.166482
city,hood,clothing,340,2988,27080,572859,0.113788,2.407118,0.696826
city,shoes,clothing,402,2988,39469,572859,0.134538,1.952707,0.686969
city,transparent,clothing,51,2988,1274,572859,0.017068,7.674815,0.685104
city,white_shirt,clothing,578,2988,94384,572859,0.19344,1.174077,0.628964
city,multicolored_eyes,expression,46,2988,3659,572859,0.015395,2.410253,0.210679
city,glowing_eyes,expression,25,2988,2132,572859,0.008367,2.248122,0.173563
city,black_eyes,expression,112,2988,14394,572859,0.037483,1.491776,0.155619
city,standing,pose_action,848,2988,69880,572859,0.283802,2.326538,1.936911
city,walking,pose_action,147,2988,3209,572859,0.049197,8.782431,0.964267
city,holding,pose_action,796,2988,124346,572859,0.266399,1.227293,0.950225
city,hands_in_pockets,pose_action,112,2988,2457,572859,0.037483,8.739368,0.911673
city,flying,pose_action,70,2988,1431,572859,0.023427,9.378331,0.89239
city,falling,pose_action,35,2988,628,572859,0.011714,10.685025,0.883231
city,midair,pose_action,25,2988,546,572859,0.008367,8.778383,0.677721
city,smoking,pose_action,45,2988,1381,572859,0.01506,6.247208,0.54362
city,power_lines,prop,243,2988,1524,572859,0.081325,30.569508,5.974337
city,car,prop,232,2988,1663,572859,0.077644,26.746249,4.95043
city,motor_vehicle,prop,286,2988,3447,572859,0.095716,15.907132,3.762715
city,ground_vehicle,prop,73,2988,382,572859,0.024431,36.637569,3.515518
city,utility_pole,prop,165,2988,1305,572859,0.055221,24.240445,3.002483
city,sign,prop,221,2988,2516,572859,0.073963,16.84026,2.943992
city,bag,prop,485,2988,24266,572859,0.162316,3.831869,1.675973
city,bicycle,prop,54,2988,579,572859,0.018072,17.880611,1.61478
city,building,scene,1835,2988,7328,572859,0.614123,48.008458,96.291717
city,cityscape,scene,861,2988,2024,572859,0.288153,81.556727,69.092731
city,skyscraper,scene,436,2988,898,572859,0.145917,93.084485,35.984879
city,outdoors,scene,2076,2988,48866,572859,0.694779,8.144937,18.783773
city,street,scene,353,2988,1184,572859,0.118139,57.159728,17.286552
city,road,scene,452,2988,2339,572859,0.151272,37.048904,14.93386
city,sky,scene,1529,2988,36349,572859,0.511714,8.064588,13.152964
city,lamppost,scene,275,2988,1307,572859,0.092035,40.338919,9.113819
city,city_lights,style_light,300,2988,608,572859,0.100402,94.598625,23.662589
city,traffic_light,style_light,103,2988,362,572859,0.034471,54.550131,5.599785
city,neon_lights,style_light,63,2988,314,572859,0.021084,38.46609,3.583737
city,rain,style_light,213,2988,3967,572859,0.071285,10.294009,1.723209
city,train,style_light,56,2988,585,572859,0.018742,18.352672,1.669675
city,train_station,style_light,22,2988,424,572859,0.007363,9.94773,0.748641
city,blurry,style_light,328,2988,24859,572859,0.109772,2.529632,0.702239
city,wind,style_light,157,2988,5520,572859,0.052544,5.452902,0.636841
cityscape,wide_shot,camera,204,2024,4156,572859,0.100791,13.892866,3.263207
cityscape,from_behind,camera,245,2024,9789,572859,0.121047,7.083779,2.063544
cityscape,facing_away,camera,102,2024,1951,572859,0.050395,14.79722,1.528122
cityscape,very_wide_shot,camera,23,2024,447,572859,0.011364,14.563225,1.105723
cityscape,perspective,camera,19,2024,432,572859,0.009387,12.448215,0.910212
cityscape,lens_flare,camera,79,2024,2885,572859,0.039032,7.7503,0.755418
cityscape,landscape,camera,27,2024,805,572859,0.01334,9.493036,0.74435
cityscape,bokeh,camera,30,2024,1128,572859,0.014822,7.527476,0.602973
cityscape,neon_trim,clothing,37,2024,407,572859,0.018281,25.730282,2.151177
cityscape,skirt,clothing,701,2024,146273,572859,0.346344,1.35641,1.339764
cityscape,jacket,clothing,470,2024,74842,572859,0.232213,1.777419,1.106657
cityscape,white_shirt,clothing,384,2024,94384,572859,0.189723,1.151516,0.567037
cityscape,pleated_skirt,clothing,292,2024,55124,572859,0.144269,1.499268,0.53642
cityscape,hood,clothing,199,2024,27080,572859,0.09832,2.079896,0.47446
cityscape,shoes,clothing,227,2024,39469,572859,0.112154,1.627822,0.433551
cityscape,black_jacket,clothing,166,2024,19991,572859,0.082016,2.350232,0.432837
cityscape,multicolored_eyes,expression,23,2024,3659,572859,0.011364,1.779109,0.13508
cityscape,aqua_eyes,expression,68,2024,14464,572859,0.033597,1.330631,0.125884
cityscape,black_eyes,expression,61,2024,14394,572859,0.030138,1.199459,0.111025
cityscape,standing,pose_action,518,2024,69880,572859,0.255929,2.098042,1.461917
cityscape,flying,pose_action,63,2024,1431,572859,0.031126,12.460577,1.160904
cityscape,falling,pose_action,29,2024,628,572859,0.014328,13.07,1.039761
cityscape,sitting,pose_action,327,2024,51872,572859,0.161561,1.784235,0.728623
cityscape,midair,pose_action,19,2024,546,572859,0.009387,9.849137,0.720168
cityscape,holding,pose_action,484,2024,124346,572859,0.23913,1.101668,0.709642
cityscape,walking,pose_action,57,2024,3209,572859,0.028162,5.027388,0.459019
cityscape,smoking,pose_action,27,2024,1381,572859,0.01334,5.533594,0.43389
cityscape,power_lines,prop,130,2024,1524,572859,0.064229,24.143244,3.328006
cityscape,utility_pole,prop,99,2024,1305,572859,0.048913,21.471477,2.187328
cityscape,user_interface,prop,24,2024,332,572859,0.011858,20.460224,1.56672
cityscape,sign,prop,111,2024,2516,572859,0.054842,12.486755,1.426286
cityscape,car,prop,79,2024,1663,572859,0.039032,13.445349,1.310511
cityscape,bird,prop,165,2024,8565,572859,0.081522,5.452477,0.99702
cityscape,bicycle,prop,23,2024,579,572859,0.011364,11.243111,0.853641
cityscape,bag,prop,247,2024,24266,572859,0.122036,2.880952,0.847281
cityscape,city,scene,861,2024,2988,572859,0.425395,81.556727,102.000534
cityscape,building,scene,1061,2024,7328,572859,0.524209,40.979547,65.085536
cityscape,skyscraper,scene,358,2024,898,572859,0.176877,112.835023,51.209123
cityscape,sky,scene,1117,2024,36349,572859,0.551877,8.69757,14.649213
cityscape,outdoors,scene,1197,2024,48866,572859,0.591403,6.933054,12.635709
cityscape,railing,scene,319,2024,3042,572859,0.157609,29.680329,11.775135
cityscape,night,scene,580,2024,12540,572859,0.286561,13.090845,10.394378
cityscape,cloud,scene,678,2024,22848,572859,0.33498,8.398829,7.98339
cityscape,city_lights,style_light,245,2024,608,572859,0.121047,114.051168,33.223733
cityscape,traffic_light,style_light,50,2024,362,572859,0.024704,39.09297,3.475661
cityscape,neon_lights,style_light,32,2024,314,572859,0.01581,28.844138,2.341061
cityscape,train,style_light,26,2024,585,572859,0.012846,12.579249,0.978856
cityscape,rain,style_light,109,2024,3967,572859,0.053854,7.776811,0.869261
cityscape,wind,style_light,109,2024,5520,572859,0.053854,5.588878,0.624702
cityscape,light,style_light,40,2024,1593,572859,0.019763,7.10692,0.603722
cityscape,blurry,style_light,198,2024,24859,572859,0.097826,2.254337,0.511209
coat,looking_at_viewer,camera,10562,19236,281535,572859,0.549075,1.117241,2.468613
coat,upper_body,camera,4126,19236,112180,572859,0.214494,1.095334,0.849688
coat,full_body,camera,3120,19236,78638,572859,0.162196,1.181558,0.6699
coat,cowboy_shot,camera,1770,19236,37595,572859,0.092015,1.402091,0.419348
coat,bokeh,camera,118,19236,1128,572859,0.006134,3.115343,0.328234
coat,bangle,camera,75,19236,719,572859,0.003899,3.106457,0.299683
coat,wide_shot,camera,241,19236,4156,572859,0.012529,1.726929,0.207203
coat,looking_up,camera,309,19236,5785,572859,0.016064,1.590699,0.199139
coat,black_coat,clothing,4066,19236,4082,572859,0.211375,29.663838,22.636815
coat,open_coat,clothing,3506,19236,3508,572859,0.182262,29.763589,19.236549
coat,white_coat,clothing,3043,19236,3048,572859,0.158193,29.731715,16.389884
coat,brown_coat,clothing,1907,19236,1912,572859,0.099137,29.70269,9.666129
coat,fur-trimmed_coat,clothing,1393,19236,1395,572859,0.072416,29.737872,6.77721
coat,winter_clothes,clothing,1899,19236,2847,572859,0.098721,19.864172,6.433706
coat,red_coat,clothing,1153,19236,1171,572859,0.05994,29.322796,5.388061
coat,blue_coat,clothing,1053,19236,1063,572859,0.054741,29.500412,4.887504
coat,hair_between_eyes,expression,3988,19236,94992,572859,0.20732,1.250262,0.933612
coat,closed_mouth,expression,4319,19236,114033,572859,0.224527,1.127939,0.920925
coat,yellow_eyes,expression,1756,19236,37721,572859,0.091287,1.386354,0.410927
coat,orange_eyes,expression,949,19236,11639,572859,0.049335,2.428195,0.362022
coat,ringed_eyes,expression,184,19236,2660,572859,0.009565,2.060009,0.235645
coat,black_eyes,expression,773,19236,14394,572859,0.040185,1.599304,0.2314
coat,grey_eyes,expression,750,19236,14586,572859,0.038989,1.531292,0.220568
coat,covered_mouth,expression,157,19236,2579,572859,0.008162,1.812931,0.201482
coat,breath,pose_action,979,19236,2898,572859,0.050894,10.060447,1.533594
coat,holding,pose_action,5434,19236,124346,572859,0.282491,1.30143,1.373482
coat,standing,pose_action,3480,19236,69880,572859,0.180911,1.483062,0.950547
coat,footprints,pose_action,93,19236,336,572859,0.004835,8.242836,0.829574
coat,hands_in_pockets,pose_action,424,19236,2457,572859,0.022042,5.139178,0.677726
coat,hand_in_pocket,pose_action,467,19236,2929,572859,0.024277,4.748216,0.635909
coat,incoming_gift,pose_action,100,19236,516,572859,0.005199,5.771428,0.589088
coat,giving,pose_action,56,19236,313,572859,0.002911,5.328153,0.48474
coat,plum_blossoms,prop,243,19236,693,572859,0.012633,10.442537,1.254734
coat,bag,prop,2033,19236,24266,572859,0.105687,2.495009,0.872887
coat,charm_(object),prop,233,19236,1065,572859,0.012113,6.515373,0.777156
coat,randoseru,prop,294,19236,1542,572859,0.015284,5.678007,0.704889
coat,revolver,prop,88,19236,425,572859,0.004575,6.166329,0.613928
coat,infection_monitor_(arknights),prop,178,19236,1025,572859,0.009253,5.17165,0.588057
coat,coffee_cup,prop,84,19236,458,572859,0.004367,5.461938,0.538855
coat,holding_gift,prop,260,19236,1803,572859,0.013516,4.29448,0.522072
coat,winter,scene,821,19236,2158,572859,0.04268,11.329864,1.653934
coat,cold,scene,181,19236,466,572859,0.009409,11.56713,1.319251
coat,outdoors,scene,3103,19236,48866,572859,0.161312,1.891072,1.065604
coat,bare_tree,scene,237,19236,1459,572859,0.012321,4.837556,0.57874
coat,lamppost,scene,209,19236,1307,572859,0.010865,4.762157,0.557278
coat,sky,scene,1679,19236,36349,572859,0.087284,1.375597,0.387535
coat,grey_sky,scene,79,19236,626,572859,0.004107,3.758251,0.366315
coat,building,scene,614,19236,7328,572859,0.031919,2.49526,0.348736
coat,snow,style_light,1360,19236,5339,572859,0.070701,7.585985,1.682333
coat,snowing,style_light,1108,19236,3920,572859,0.0576,8.417569,1.478051
coat,snowman,style_light,164,19236,763,572859,0.008526,6.401066,0.717095
coat,raincoat,style_light,74,19236,525,572859,0.003847,4.197642,0.403872
coat,snowflakes,style_light,227,19236,1993,572859,0.011801,3.391966,0.402753
coat,train_station,style_light,58,19236,424,572859,0.003015,4.073757,0.37326
coat,light_brown_hair,style_light,576,19236,6621,572859,0.029944,2.590788,0.358552
coat,blurry,style_light,1333,19236,24859,572859,0.069297,1.596906,0.346156
coffee,from_above,camera,29,1261,5335,572859,0.022998,2.469427,0.196451
coffee,head_tilt,camera,36,1261,12618,572859,0.028549,1.296118,0.107757
coffee,looking_away,camera,20,1261,7020,572859,0.01586,1.294272,0.09559
coffee,sweater,clothing,371,1261,17035,572859,0.294211,9.89383,7.512745
coffee,aran_sweater,clothing,54,1261,595,572859,0.042823,41.229631,3.723407
coffee,character_print,clothing,31,1261,350,572859,0.024584,40.237066,3.244685
coffee,cable_knit,clothing,59,1261,857,572859,0.046788,31.27547,2.875543
coffee,short_shorts,clothing,140,1261,5374,572859,0.111023,11.834857,2.859256
coffee,long_sleeves,clothing,649,1261,174964,572859,0.514671,1.685112,2.444757
coffee,white_sweater,clothing,90,1261,2582,572859,0.071372,15.835031,2.260353
coffee,yellow_sweater,clothing,51,1261,1013,572859,0.040444,22.871433,2.041653
coffee,blush,expression,657,1261,173813,572859,0.521015,1.71718,2.526679
coffee,smile,expression,707,1261,214402,572859,0.560666,1.498039,2.39835
coffee,closed_mouth,expression,476,1261,114033,572859,0.377478,1.896309,1.923135
coffee,brown_eyes,expression,273,1261,58461,572859,0.216495,2.121432,1.126054
coffee,hair_between_eyes,expression,248,1261,94992,572859,0.196669,1.186034,0.562526
coffee,yellow_eyes,expression,119,1261,37721,572859,0.09437,1.433166,0.285451
coffee,eyes_visible_through_hair,expression,21,1261,5788,572859,0.016653,1.648251,0.122907
coffee,grey_eyes,expression,36,1261,14586,572859,0.028549,1.121241,0.093218
coffee,holding_cup,pose_action,626,1261,6256,572859,0.496431,45.457992,63.264985
coffee,sitting,pose_action,583,1261,51872,572859,0.462331,5.105852,6.546062
coffee,holding,pose_action,789,1261,124346,572859,0.625694,2.882557,5.235028
coffee,drinking,pose_action,30,1261,1103,572859,0.023791,12.356014,0.989754
coffee,knees,pose_action,26,1261,1110,572859,0.020619,10.641014,0.828032
coffee,holding_tray,pose_action,24,1261,1151,572859,0.019033,9.472586,0.725353
coffee,head_rest,pose_action,30,1261,3261,572859,0.023791,4.179296,0.334774
coffee,feet_out_of_frame,pose_action,66,1261,11591,572859,0.052339,2.586757,0.254642
coffee,coffee_mug,prop,519,1261,1198,572859,0.411578,196.808202,220.605216
coffee,mug,prop,704,1261,3317,572859,0.558287,96.418383,153.612111
coffee,cup,prop,1084,1261,13669,572859,0.859635,36.026759,94.117973
coffee,saucer,prop,99,1261,1028,572859,0.078509,43.749665,6.998046
coffee,potted_plant,prop,138,1261,2655,572859,0.109437,23.612785,5.608198
coffee,coffee_cup,prop,54,1261,458,572859,0.042823,53.562512,4.837177
coffee,teacup,prop,124,1261,2697,572859,0.098335,20.886871,4.368868
coffee,disposable_cup,prop,90,1261,1659,572859,0.071372,24.644997,3.517922
coffee,fireplace,scene,324,1261,1122,572859,0.256939,131.18519,85.06687
coffee,couch,scene,359,1261,3205,572859,0.284695,50.886088,37.188508
coffee,fire,scene,333,1261,5302,572859,0.264076,28.532325,19.102696
coffee,indoors,scene,534,1261,22038,572859,0.423473,11.00783,12.752059
coffee,on_couch,scene,131,1261,1239,572859,0.103886,48.032218,10.724315
coffee,table,scene,160,1261,5440,572859,0.126883,13.361454,3.781385
coffee,window,scene,172,1261,11501,572859,0.1364,6.793999,2.094407
coffee,chair,scene,122,1261,5989,572859,0.096749,9.254185,1.898612
coffee,steam,style_light,462,1261,2956,572859,0.366376,71.001937,69.558318
coffee,blurry,style_light,94,1261,24859,572859,0.074544,1.717817,0.258287
coffee,sunlight,style_light,31,1261,6116,572859,0.024584,2.302644,0.185683
coffee,blurry_background,style_light,48,1261,13705,572859,0.038065,1.59109,0.140289
coffee,depth_of_field,style_light,38,1261,11727,572859,0.030135,1.472073,0.123745
coffee,light_blush,style_light,22,1261,7178,572859,0.017446,1.392361,0.104786
collar,looking_at_viewer,camera,5216,8950,281535,572859,0.582793,1.18585,2.569648
collar,upper_body,camera,2196,8950,112180,572859,0.245363,1.252973,1.027936
collar,portrait,camera,601,8950,26929,572859,0.067151,1.428496,0.26725
collar,looking_at_animal,camera,27,8950,570,572859,0.003017,3.031891,0.237731
collar,cowboy_shot,camera,641,8950,37595,572859,0.07162,1.091321,0.219911
collar,straight-on,camera,128,8950,4549,572859,0.014302,1.801021,0.192698
collar,between_legs,camera,53,8950,1697,572859,0.005922,1.999027,0.179847
collar,head_tilt,camera,282,8950,12618,572859,0.031508,1.430485,0.176335
collar,black_collar,clothing,1349,8950,1353,572859,0.150726,63.817364,30.138289
collar,frilled_collar,clothing,1143,8950,1145,572859,0.127709,63.89479,24.98444
collar,white_collar,clothing,1095,8950,1106,572859,0.122346,63.369999,23.595459
collar,red_collar,clothing,484,8950,485,572859,0.054078,63.87462,9.30474
collar,animal_collar,clothing,426,8950,426,572859,0.047598,64.006592,8.447227
collar,brown_collar,clothing,356,8950,356,572859,0.039777,64.006592,8.203984
collar,metal_collar,clothing,336,8950,336,572859,0.037542,64.006592,8.12588
collar,belt_collar,clothing,302,8950,302,572859,0.033743,64.006592,7.982117
collar,blush,expression,3293,8950,173813,572859,0.367933,1.212646,1.570041
collar,hair_between_eyes,expression,2401,8950,94992,572859,0.268268,1.617819,1.467905
collar,open_mouth,expression,2630,8950,143257,572859,0.293855,1.175072,1.181482
collar,red_eyes,expression,1744,8950,78718,572859,0.19486,1.418068,0.896407
collar,yellow_eyes,expression,917,8950,37721,572859,0.102458,1.556004,0.473027
collar,purple_eyes,expression,841,8950,47180,572859,0.093966,1.14094,0.314118
collar,green_eyes,expression,864,8950,50297,572859,0.096536,1.099503,0.312218
collar,eyes_visible_through_hair,expression,201,8950,5788,572859,0.022458,2.222758,0.258316
collar,sleeves_past_fingers,pose_action,679,8950,7711,572859,0.075866,5.636166,1.213602
collar,all_fours,pose_action,65,8950,644,572859,0.007263,6.460293,0.605672
collar,heavy_breathing,pose_action,27,8950,304,572859,0.003017,5.684796,0.445745
collar,french_kiss,pose_action,46,8950,634,572859,0.00514,4.644011,0.40593
collar,licking,pose_action,41,8950,556,572859,0.004581,4.719911,0.402979
collar,tail_wagging,pose_action,40,8950,573,572859,0.004469,4.468174,0.379565
collar,bound,pose_action,26,8950,360,572859,0.002905,4.622698,0.359716
collar,holding_smoking_pipe,pose_action,25,8950,354,572859,0.002793,4.52024,0.348978
collar,spikes,prop,310,8950,907,572859,0.034637,21.876564,2.740204
collar,infection_monitor_(arknights),prop,299,8950,1025,572859,0.033408,18.671191,2.324525
collar,dog,prop,126,8950,1448,572859,0.014078,5.569634,0.594152
