trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
testicles,testicles,bondage,bondage,other,47,12841,3611,200039,0.00366,0.013016,0.202762,-2.302142,0.017801,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,231.799054,147.32886
completely nude,completely_nude,hood down,hood_down,clothing,0,57225,515,200039,0,0,0,0,0,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,147.325646,147.325646
thighband pantyhose,thighband_pantyhose,white thighhighs,white_thighhighs,clothing,6,3079,10336,200039,0.001949,0.00058,0.037714,-4.728752,0.002271,suggestive,suggestive,服饰,袜子,weilin_tagcart.csv,159.091697,147.317982
white thighhighs,white_thighhighs,thighband pantyhose,thighband_pantyhose,clothing,6,10336,3079,200039,0.00058,0.001949,0.037714,-4.728752,0.002271,suggestive,suggestive,服饰,袜子,weilin_tagcart.csv,159.091697,147.317982
ass focus,ass_focus,cum on body,cum_on_body,other,46,2963,15536,200039,0.015525,0.002961,0.199895,-2.322687,0.017473,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,230.120966,147.31613
cum on body,cum_on_body,ass focus,ass_focus,camera,46,15536,2963,200039,0.002961,0.015525,0.199895,-2.322687,0.017473,nsfw,explicit_nsfw,镜头,特写镜头,weilin_tagcart.csv,230.120966,147.31613
breast press,breast_press,jacket,jacket,clothing,98,3978,15719,200039,0.024635,0.006234,0.31351,-1.673418,0.031875,suggestive,suggestive,服饰,外套,weilin_tagcart.csv,312.589955,147.313911
clothes lift,clothes_lift,leotard aside,leotard_aside,clothing,4,20920,1484,200039,0.000191,0.002695,0.025774,-5.277949,0.001477,nsfw,nudity_nsfw,服饰,与裤子互动,weilin_tagcart.csv,155.196137,147.299232
leotard aside,leotard_aside,clothes lift,clothes_lift,clothing,4,1484,20920,200039,0.002695,0.000191,0.025774,-5.277949,0.001477,review,review_context,表情动作,手部动作,weilin_tagcart.csv,155.196137,147.299232
see-through,see-through,raised eyebrows,raised_eyebrows,body_detail,10,13400,2488,200039,0.000746,0.004019,0.060001,-4.058866,0.003903,suggestive,suggestive,人物,眉毛,danbooru_all.csv,166.663501,147.263512
reverse suspended congress,reverse_suspended_congress,all fours,all_fours,pose_action,2,2099,14410,200039,0.000953,0.000139,0.013227,-6.240347,0.000714,nsfw,review_context,表情动作,腿部动作,weilin_tagcart.csv,151.203465,147.22992
large breasts,large_breasts,multiple tails,multiple_tails,body_detail,177,77274,1108,200039,0.002291,0.159747,0.413537,-1.27391,0.046975,suggestive,suggestive,人物,翅膀,danbooru_all.csv,428.014497,147.210616
covering breasts,covering_breasts,tongue out,tongue_out,pose_action,14,1250,27855,200039,0.0112,0.000503,0.080432,-3.636084,0.005551,suggestive,suggestive,表情动作,其他动作,weilin_tagcart.csv,174.059808,147.185858
sex,sex,seiza,seiza,pose_action,1,73101,408,200039,0.000014,0.002451,0.006707,-7.220107,0.000349,nsfw,explicit_nsfw,表情动作,基础动作,danbooru_all.csv,149.096966,147.103673
covering breasts,covering_breasts,pussy juice,pussy_juice,body_detail,9,1250,26338,200039,0.0072,0.000342,0.054685,-4.192724,0.003496,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,164.580407,147.072567
pussy juice,pussy_juice,covering breasts,covering_breasts,body_detail,9,26338,1250,200039,0.000342,0.0072,0.054685,-4.192724,0.003496,nsfw,explicit_nsfw,表情动作,手部动作,danbooru_all.csv,164.580407,147.072567
completely nude,completely_nude,open cardigan,open_cardigan,clothing,1,57225,521,200039,0.000017,0.001919,0.00671,-7.219576,0.000349,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,149.042062,147.048771
sex toy,sex_toy,water,water,scene,38,2951,14665,200039,0.012877,0.002591,0.17565,-2.509228,0.014765,nsfw,explicit_nsfw,环境,水,danbooru_all.csv,216.339889,147.014571
cleft of venus,cleft_of_venus,swimsuit,swimsuit,clothing,126,6392,11084,200039,0.019712,0.011368,0.355756,-1.491041,0.037951,nsfw,explicit_nsfw,服饰,泳装,weilin_tagcart.csv,354.175576,147.000801
swimsuit,swimsuit,cleft of venus,cleft_of_venus,other,126,11084,6392,200039,0.011368,0.019712,0.355756,-1.491041,0.037951,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,354.175576,147.000801
facial,facial,holding,holding,pose_action,164,9095,9002,200039,0.018032,0.018218,0.400698,-1.319414,0.044889,nsfw,explicit_nsfw,表情动作,手部动作(拿着某物),weilin_tagcart.csv,409.286139,147.000556
no bra,no_bra,elbow gloves,elbow_gloves,clothing,92,12549,4830,200039,0.007331,0.019048,0.303631,-1.719609,0.030494,suggestive,suggestive,服饰,手套,weilin_tagcart.csv,302.999265,146.933326
lingerie,lingerie,skirt,skirt,clothing,9,1416,23224,200039,0.006356,0.000388,0.054747,-4.191088,0.0035,suggestive,suggestive,服饰,裙子,weilin_tagcart.csv,164.393863,146.886582
multiple penises,multiple_penises,topless,topless,other,63,5830,8834,200039,0.010806,0.007132,0.244697,-2.03093,0.022798,nsfw,explicit_nsfw,,,,257.460895,146.876828
topless,topless,multiple penises,multiple_penises,body_detail,63,8834,5830,200039,0.007132,0.010806,0.244697,-2.03093,0.022798,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,257.460895,146.876828
licking penis,licking_penis,soles,soles,body_detail,7,3467,9255,200039,0.002019,0.000756,0.04364,-4.518213,0.002685,nsfw,explicit_nsfw,人物,腿部,danbooru_all.csv,160.404146,146.709625
facial,facial,no shoes,no_shoes,clothing,174,9095,9306,200039,0.019131,0.018698,0.411243,-1.281938,0.046569,nsfw,explicit_nsfw,服饰,鞋子,weilin_tagcart.csv,423.107844,146.664069
nude,nude,o-ring,o-ring,clothing,118,101769,672,200039,0.001159,0.175595,0.345153,-1.534691,0.036366,nsfw,nudity_nsfw,服饰,装饰,weilin_tagcart.csv,341.877174,146.605251
sex,sex,kneepits,kneepits,clothing,133,73101,996,200039,0.001819,0.133534,0.365413,-1.452401,0.039379,nsfw,explicit_nsfw,服饰,小装饰,weilin_tagcart.csv,363.972005,146.571897
folded,folded,all fours,all_fours,pose_action,0,2034,14410,200039,0,0,0,0,0,review,review_context,表情动作,腿部动作,weilin_tagcart.csv,146.521128,146.521128
black pantyhose,black_pantyhose,cowgirl position,cowgirl_position,other,161,4916,16456,200039,0.03275,0.009784,0.398111,-1.328757,0.044449,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,404.40962,146.505524
cowgirl position,cowgirl_position,black pantyhose,black_pantyhose,clothing,161,16456,4916,200039,0.009784,0.03275,0.398111,-1.328757,0.044449,nsfw,explicit_nsfw,服饰,袜子,weilin_tagcart.csv,404.40962,146.505524
no bra,no_bra,on stomach,on_stomach,pose_action,56,12549,3915,200039,0.004463,0.014304,0.228014,-2.132805,0.020744,suggestive,suggestive,表情动作,基础动作,weilin_tagcart.csv,245.598783,146.367576
girl on top,girl_on_top,pantyhose pull,pantyhose_pull,clothing,23,22995,1649,200039,0.001,0.013948,0.121336,-3.042925,0.009212,nsfw,explicit_nsfw,服饰,与袜子互动,weilin_tagcart.csv,189.556811,146.347532
pantyhose pull,pantyhose_pull,girl on top,girl_on_top,other,23,1649,22995,200039,0.013948,0.001,0.121336,-3.042925,0.009212,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,189.556811,146.347532
paizuri,paizuri,pleated skirt,pleated_skirt,clothing,42,3817,11653,200039,0.011003,0.003604,0.188888,-2.404398,0.016207,nsfw,explicit_nsfw,服饰,裙子,weilin_tagcart.csv,222.354146,146.287436
sex from behind,sex_from_behind,pulled by self,pulled_by_self,pose_action,0,28679,1020,200039,0,0,0,0,0,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,146.234384,146.234384
cowgirl position,cowgirl_position,hand up,hand_up,pose_action,88,16456,3599,200039,0.005348,0.024451,0.297229,-1.750353,0.029593,nsfw,explicit_nsfw,表情动作,手部动作,danbooru_all.csv,296.067987,146.224141
cum,cum,knee up,knee_up,pose_action,193,53214,1689,200039,0.003627,0.114269,0.429553,-1.219093,0.04956,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,449.304616,146.208282
nude,nude,pink shirt,pink_shirt,clothing,74,101769,539,200039,0.000727,0.137291,0.269862,-1.889705,0.025965,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,274.213983,146.183789
reverse cowgirl position,reverse_cowgirl_position,standing sex,standing_sex,pose_action,5,3943,7915,200039,0.001268,0.000632,0.032048,-4.963602,0.001885,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,156.013802,146.174045
standing sex,standing_sex,reverse cowgirl position,reverse_cowgirl_position,other,5,7915,3943,200039,0.000632,0.001268,0.032048,-4.963602,0.001885,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,156.013802,146.174045
double penetration,double_penetration,wet,wet,body_detail,16,1496,23630,200039,0.010695,0.000677,0.09054,-3.465305,0.006406,nsfw,explicit_nsfw,人物,皮肤,danbooru_all.csv,176.71794,146.166576
sex from behind,sex_from_behind,upright straddle,upright_straddle,pose_action,8,28679,1128,200039,0.000279,0.007092,0.049469,-4.337337,0.003105,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,161.718025,146.113776
upright straddle,upright_straddle,sex from behind,sex_from_behind,pose_action,8,1128,28679,200039,0.007092,0.000279,0.049469,-4.337337,0.003105,review,review_context,NSFW,R18词,weilin_tagcart.csv,161.718025,146.113776
overflow,overflow,covering,covering,pose_action,3,14058,2163,200039,0.000213,0.001387,0.019736,-5.663037,0.001099,nsfw,explicit_nsfw,表情动作,手部动作(放在某地),weilin_tagcart.csv,152.007629,146.066836
breast grab,breast_grab,presenting,presenting,pose_action,0,12014,2432,200039,0,0,0,0,0,suggestive,suggestive,表情动作,基础动作,weilin_tagcart.csv,146.061758,146.061758
presenting,presenting,breast grab,breast_grab,body_detail,0,2432,12014,200039,0,0,0,0,0,nsfw,review_context,NSFW,R18词,weilin_tagcart.csv,146.061758,146.061758
spread anus,spread_anus,collarbone,collarbone,body_detail,14,564,61282,200039,0.024823,0.000228,0.081027,-3.62545,0.005592,nsfw,explicit_nsfw,人物,肩部,danbooru_all.csv,172.781548,145.915928
spitroast,spitroast,stomach,stomach,body_detail,33,1071,38586,200039,0.030812,0.000855,0.159738,-2.646217,0.013046,review,review_context,人物,腹部,danbooru_all.csv,206.587745,145.859113
erection,erection,public indecency,public_indecency,pose_action,65,19766,2627,200039,0.003288,0.024743,0.250409,-1.997644,0.023477,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,259.575793,145.852349
areola slip,areola_slip,fellatio,fellatio,pose_action,34,3017,13810,200039,0.011269,0.002462,0.163239,-2.61494,0.013414,nsfw,nudity_nsfw,表情动作,性爱动作,danbooru_all.csv,208.283235,145.833369
fellatio,fellatio,areola slip,areola_slip,body_detail,34,13810,3017,200039,0.002462,0.011269,0.163239,-2.61494,0.013414,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,208.283235,145.833369
fellatio,fellatio,looking at another,looking_at_another,camera,39,13810,3140,200039,0.002824,0.01242,0.17991,-2.474651,0.015204,nsfw,explicit_nsfw,镜头,主角动作,weilin_tagcart.csv,216.774729,145.791229
pussy juice,pussy_juice,holding cup,holding_cup,pose_action,23,26338,1435,200039,0.000873,0.016028,0.121733,-3.038209,0.009243,nsfw,explicit_nsfw,表情动作,手部动作(拿着某物),weilin_tagcart.csv,188.938307,145.738163
object insertion,object_insertion,wet,wet,body_detail,63,2169,23630,200039,0.029046,0.002666,0.245885,-2.023945,0.022908,nsfw,review_context,人物,皮肤,danbooru_all.csv,256.217388,145.70814
licking penis,licking_penis,clenched teeth,clenched_teeth,body_detail,1,3467,8521,200039,0.000288,0.000117,0.006771,-7.206357,0.000353,nsfw,explicit_nsfw,人物,牙齿,weilin_tagcart.csv,147.682737,145.689508
swimsuit aside,swimsuit_aside,stomach,stomach,body_detail,15,904,38586,200039,0.016593,0.000389,0.086022,-3.539156,0.006013,suggestive,suggestive,人物,腹部,danbooru_all.csv,174.374717,145.665042
sex,sex,toenail polish,toenail_polish,body_detail,41,73101,602,200039,0.000561,0.068106,0.186371,-2.423749,0.015912,nsfw,explicit_nsfw,人物,指甲,weilin_tagcart.csv,219.991112,145.63233
threesome,threesome,sky,sky,scene,69,3393,15663,200039,0.020336,0.004405,0.25972,-1.944972,0.024643,nsfw,explicit_nsfw,环境,天空,weilin_tagcart.csv,265.670989,145.591651
fellatio,fellatio,knees up,knees_up,pose_action,2,13810,2166,200039,0.000145,0.000923,0.013375,-6.224321,0.000722,nsfw,explicit_nsfw,表情动作,腿部动作,danbooru_all.csv,149.533141,145.559891
cum,cum,hand in panties,hand_in_panties,clothing,5,53214,584,200039,0.000094,0.008562,0.032184,-4.957493,0.001893,nsfw,explicit_nsfw,,,,155.354586,145.515508
hand in panties,hand_in_panties,cum,cum,other,5,584,53214,200039,0.008562,0.000094,0.032184,-4.957493,0.001893,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,155.354586,145.515508
clothing aside,clothing_aside,paizuri,paizuri,pose_action,10,8639,3817,200039,0.001158,0.00262,0.060664,-4.043022,0.003946,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,164.843171,145.449808
paizuri,paizuri,clothing aside,clothing_aside,pose_action,10,3817,8639,200039,0.00262,0.001158,0.060664,-4.043022,0.003946,nsfw,explicit_nsfw,表情动作,基础动作,danbooru_all.csv,164.843171,145.449808
standing sex,standing_sex,kneeling,kneeling,pose_action,7,7915,4021,200039,0.000884,0.001741,0.043997,-4.506436,0.002707,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,159.10005,145.408033
rape,rape,looking back,looking_back,camera,86,3046,19181,200039,0.028234,0.004484,0.29445,-1.763904,0.029184,nsfw,explicit_nsfw,镜头,主角动作,weilin_tagcart.csv,292.069676,145.392401
no bra,no_bra,licking,licking,pose_action,75,12549,4382,200039,0.005977,0.017115,0.272831,-1.873918,0.02632,suggestive,suggestive,表情动作,基础动作,weilin_tagcart.csv,274.894985,145.357345
fellatio,fellatio,public indecency,public_indecency,pose_action,19,13810,2627,200039,0.001376,0.007233,0.104765,-3.254777,0.00766,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,181.358985,145.349512
swimsuit,swimsuit,dress shirt,dress_shirt,clothing,19,11084,3273,200039,0.001714,0.005805,0.104767,-3.25474,0.007661,suggestive,suggestive,服饰,上衣,weilin_tagcart.csv,181.354296,145.344875
completely nude,completely_nude,yukata,yukata,clothing,30,57225,702,200039,0.000524,0.042735,0.149387,-2.742873,0.011966,nsfw,nudity_nsfw,服饰,休闲装,weilin_tagcart.csv,200.82059,145.302202
breasts apart,breasts_apart,licking penis,licking_penis,pose_action,10,9500,3467,200039,0.001053,0.002884,0.060735,-4.041334,0.003951,suggestive,suggestive,表情动作,其他动作,weilin_tagcart.csv,164.650393,145.257741
licking penis,licking_penis,breasts apart,breasts_apart,body_detail,10,3467,9500,200039,0.002884,0.001053,0.060735,-4.041334,0.003951,nsfw,explicit_nsfw,人物,胸部,weilin_tagcart.csv,164.650393,145.257741
breast grab,breast_grab,high heels,high_heels,clothing,31,12014,3371,200039,0.00258,0.009196,0.153119,-2.707272,0.012347,suggestive,suggestive,服饰,鞋子,weilin_tagcart.csv,202.456491,145.20319
cameltoe,cameltoe,cleft of venus,cleft_of_venus,other,6,4912,6392,200039,0.001221,0.000939,0.038227,-4.709262,0.002301,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,156.956913,145.186276
cleft of venus,cleft_of_venus,cameltoe,cameltoe,body_detail,6,6392,4912,200039,0.000939,0.001221,0.038227,-4.709262,0.002301,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,156.956913,145.186276
black panties,black_panties,eyelashes,eyelashes,body_detail,79,5689,9879,200039,0.013886,0.007997,0.281185,-1.830406,0.027407,suggestive,suggestive,人物,面部,danbooru_all.csv,280.953369,145.16702
naked apron,naked_apron,skirt,skirt,clothing,9,1401,23224,200039,0.006424,0.000388,0.055333,-4.175723,0.003538,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,162.652403,145.150397
pussy juice,pussy_juice,cup,cup,prop,161,26338,3059,200039,0.006113,0.052632,0.399741,-1.322864,0.044631,nsfw,explicit_nsfw,物品,餐具,weilin_tagcart.csv,402.761172,145.119411
clothed female nude male,clothed_female_nude_male,from below,from_below,camera,45,10949,4132,200039,0.00411,0.010891,0.198972,-2.329361,0.017314,nsfw,nudity_nsfw,镜头,镜头角度,weilin_tagcart.csv,226.162238,145.115988
completely nude,completely_nude,pussy juice stain,pussy_juice_stain,body_detail,9,57225,568,200039,0.000157,0.015845,0.055389,-4.174258,0.003541,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,162.487315,144.985815
pussy juice stain,pussy_juice_stain,completely nude,completely_nude,other,9,568,57225,200039,0.015845,0.000157,0.055389,-4.174258,0.003541,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,162.487315,144.985815
arm held back,arm_held_back,smile,smile,expression,94,1298,46831,200039,0.072419,0.002007,0.309339,-1.69274,0.045186,review,review_context,表情动作,笑,weilin_tagcart.csv,303.873935,144.951782
oral,oral,reverse suspended congress,reverse_suspended_congress,other,6,14930,2099,200039,0.000402,0.002859,0.0383,-4.706529,0.002306,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,156.659801,144.889599
reverse suspended congress,reverse_suspended_congress,oral,oral,pose_action,6,2099,14930,200039,0.002859,0.000402,0.0383,-4.706529,0.002306,nsfw,review_context,人物,嘴巴,weilin_tagcart.csv,156.659801,144.889599
one-piece swimsuit,one-piece_swimsuit,white panties,white_panties,clothing,13,3377,10063,200039,0.00385,0.001292,0.076524,-3.707938,0.00521,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,169.880628,144.875444
white panties,white_panties,one-piece swimsuit,one-piece_swimsuit,clothing,13,10063,3377,200039,0.001292,0.00385,0.076524,-3.707938,0.00521,suggestive,suggestive,服饰,泳装,weilin_tagcart.csv,169.880628,144.875444
threesome,threesome,cowboy shot,cowboy_shot,camera,34,3393,12221,200039,0.010021,0.002782,0.164022,-2.608036,0.013478,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,207.288844,144.865603
no bra,no_bra,white bra,white_bra,clothing,21,12549,2939,200039,0.001673,0.007145,0.1139,-3.134155,0.008493,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,184.371603,144.763511
white bra,white_bra,no bra,no_bra,clothing,21,2939,12549,200039,0.007145,0.001673,0.1139,-3.134155,0.008493,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,184.371603,144.763511
doggystyle,doggystyle,high heels,high_heels,clothing,43,13200,3371,200039,0.003258,0.012756,0.193308,-2.371025,0.016666,nsfw,explicit_nsfw,服饰,鞋子,weilin_tagcart.csv,222.442624,144.75488
cum on body,cum_on_body,raised eyebrows,raised_eyebrows,body_detail,26,15536,2488,200039,0.001674,0.01045,0.134555,-2.893737,0.01047,nsfw,explicit_nsfw,人物,眉毛,danbooru_all.csv,193.23016,144.728579
head back,head_back,smile,smile,expression,2,635,46831,200039,0.00315,0.000043,0.013454,-6.215867,0.000726,nsfw,review_context,表情动作,笑,weilin_tagcart.csv,148.659436,144.686344
standing sex,standing_sex,licking,licking,pose_action,15,7915,4382,200039,0.001895,0.003423,0.086513,-3.530935,0.006047,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,173.38384,144.681539
after fellatio,after_fellatio,clothed sex,clothed_sex,pose_action,8,1954,16404,200039,0.004094,0.000488,0.049926,-4.324053,0.003134,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,160.235834,144.635245
