trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
cum on stomach,cum_on_stomach,sex from behind,sex_from_behind,pose_action,1,1067,28679,200039,0.000937,0.000035,0.006537,-7.25713,0.00034,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,152.972635,150.979172
sex from behind,sex_from_behind,cum on stomach,cum_on_stomach,other,1,28679,1067,200039,0.000035,0.000937,0.006537,-7.25713,0.00034,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,152.972635,150.979172
see-through,see-through,maid,maid,clothing,50,13400,3591,200039,0.003731,0.013924,0.207857,-2.266337,0.01848,suggestive,suggestive,服饰,正装,weilin_tagcart.csv,240.550093,150.942938
erection,erection,lactation,lactation,other,74,19766,2827,200039,0.003744,0.026176,0.264912,-1.916414,0.025488,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,279.337939,150.941434
cum,cum,shower head,shower_head,scene,90,53214,1144,200039,0.001691,0.078671,0.295737,-1.757615,0.029574,nsfw,explicit_nsfw,场景,浴室,weilin_tagcart.csv,304.324737,150.941042
handjob,handjob,shiny,shiny,other,60,4649,11055,200039,0.012906,0.005427,0.233533,-2.098304,0.021545,nsfw,explicit_nsfw,,,,256.923375,150.935335
cameltoe,cameltoe,cum on breasts,cum_on_breasts,body_detail,45,4912,9456,200039,0.009161,0.004759,0.193803,-2.367334,0.016864,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,232.194082,150.915235
cum on breasts,cum_on_breasts,cameltoe,cameltoe,body_detail,45,9456,4912,200039,0.004759,0.009161,0.193803,-2.367334,0.016864,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,232.194082,150.915235
cum in pussy,cum_in_pussy,looking down,looking_down,camera,122,34620,2038,200039,0.003524,0.059863,0.345894,-1.531597,0.036675,nsfw,explicit_nsfw,镜头,主角动作,weilin_tagcart.csv,352.709022,150.908112
licking penis,licking_penis,armpits,armpits,pose_action,20,3467,10891,200039,0.005769,0.001836,0.105955,-3.238471,0.007825,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,188.758677,150.877785
breasts squeezed together,breasts_squeezed_together,cowgirl position,cowgirl_position,other,25,2403,16456,200039,0.010404,0.001519,0.126467,-2.983169,0.009764,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,197.680292,150.841963
cowgirl position,cowgirl_position,breasts squeezed together,breasts_squeezed_together,body_detail,25,16456,2403,200039,0.001519,0.010404,0.126467,-2.983169,0.009764,nsfw,explicit_nsfw,人物,胸部,danbooru_all.csv,197.680292,150.841963
doggystyle,doggystyle,squatting cowgirl position,squatting_cowgirl_position,other,1,13200,2316,200039,0.000076,0.000432,0.006543,-7.255748,0.000341,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,152.826199,150.832742
squatting cowgirl position,squatting_cowgirl_position,doggystyle,doggystyle,other,1,2316,13200,200039,0.000432,0.000076,0.006543,-7.255748,0.000341,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,152.826199,150.832742
gangbang,gangbang,sidelocks,sidelocks,body_detail,193,3635,25037,200039,0.053095,0.007709,0.424214,-1.237135,0.051973,nsfw,explicit_nsfw,人物,头发发型,danbooru_all.csv,454.958758,150.832113
cum pool,cum_pool,sex,sex,pose_action,74,764,73101,200039,0.096859,0.001012,0.265051,-1.915657,0.049401,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,279.191378,150.805164
sex,sex,cum pool,cum_pool,other,74,73101,764,200039,0.001012,0.096859,0.265051,-1.915657,0.025502,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,279.191378,150.805164
breasts squeezed together,breasts_squeezed_together,doggystyle,doggystyle,other,4,2403,13200,200039,0.001665,0.000303,0.025226,-5.308949,0.001446,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,158.567079,150.667983
doggystyle,doggystyle,breasts squeezed together,breasts_squeezed_together,body_detail,4,13200,2403,200039,0.000303,0.001665,0.025226,-5.308949,0.001446,nsfw,explicit_nsfw,人物,胸部,danbooru_all.csv,158.567079,150.667983
thigh strap,thigh_strap,shiny skin,shiny_skin,body_detail,55,6931,7166,200039,0.007935,0.007675,0.221516,-2.174519,0.020079,suggestive,suggestive,人物,皮肤,weilin_tagcart.csv,248.289314,150.472681
after sex,after_sex,ass visible through thighs,ass_visible_through_thighs,camera,118,11705,5917,200039,0.010081,0.019943,0.340819,-1.552923,0.035909,nsfw,explicit_nsfw,镜头,人物构图,danbooru_all.csv,346.224911,150.441544
ass visible through thighs,ass_visible_through_thighs,after sex,after_sex,pose_action,118,5917,11705,200039,0.019943,0.010081,0.340819,-1.552923,0.035909,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,346.224911,150.441544
pantyhose pull,pantyhose_pull,straddling,straddling,pose_action,21,1649,23061,200039,0.012735,0.000911,0.110468,-3.178304,0.008237,suggestive,suggestive,表情动作,腿部动作,weilin_tagcart.csv,190.100875,150.420696
straddling,straddling,pantyhose pull,pantyhose_pull,clothing,21,23061,1649,200039,0.000911,0.012735,0.110468,-3.178304,0.008237,suggestive,suggestive,服饰,与袜子互动,weilin_tagcart.csv,190.100875,150.420696
clothed female nude male,clothed_female_nude_male,lifted by self,lifted_by_self,pose_action,60,10949,4684,200039,0.00548,0.01281,0.234032,-2.095224,0.021591,nsfw,nudity_nsfw,表情动作,手部动作,weilin_tagcart.csv,256.375587,150.417485
swimsuit,swimsuit,plaid skirt,plaid_skirt,clothing,8,11084,2996,200039,0.000722,0.00267,0.048191,-4.375091,0.003025,suggestive,suggestive,服饰,裙子,weilin_tagcart.csv,166.005949,150.391477
brown thighhighs,brown_thighhighs,sex,sex,pose_action,13,480,73101,200039,0.027083,0.000178,0.074113,-3.754133,0.005046,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,175.408195,150.371662
sex,sex,brown thighhighs,brown_thighhighs,clothing,13,73101,480,200039,0.000178,0.027083,0.074113,-3.754133,0.005046,nsfw,explicit_nsfw,服饰,袜子,danbooru_all.csv,175.408195,150.371662
ejaculation,ejaculation,female masturbation,female_masturbation,pose_action,16,8845,4092,200039,0.001809,0.00391,0.08843,-3.499315,0.006256,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,180.933418,150.348303
female masturbation,female_masturbation,ejaculation,ejaculation,other,16,4092,8845,200039,0.00391,0.001809,0.08843,-3.499315,0.006256,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,180.933418,150.348303
spitroast,spitroast,collarbone,collarbone,body_detail,106,1071,61282,200039,0.098973,0.00173,0.323071,-1.630076,0.066012,review,review_context,人物,肩部,danbooru_all.csv,328.10113,150.346669
breast press,breast_press,feet,feet,pose_action,89,3978,15186,200039,0.022373,0.005861,0.294711,-1.762627,0.029407,suggestive,suggestive,表情动作,腿部动作,weilin_tagcart.csv,301.990652,150.219941
completely nude,completely_nude,pink shirt,pink_shirt,clothing,2,57225,539,200039,0.000035,0.003711,0.012971,-6.268578,0.0007,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,154.191308,150.217249
sex,sex,box,box,prop,168,73101,1146,200039,0.002298,0.146597,0.401159,-1.317756,0.045139,nsfw,explicit_nsfw,物品,其他物品,danbooru_all.csv,418.787067,150.181698
clothing aside,clothing_aside,naked shirt,naked_shirt,clothing,0,8639,3476,200039,0,0,0,0,0,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,150.116547,150.116547
naked shirt,naked_shirt,clothing aside,clothing_aside,pose_action,0,3476,8639,200039,0,0,0,0,0,nsfw,nudity_nsfw,表情动作,基础动作,danbooru_all.csv,150.116547,150.116547
group sex,group_sex,flat chest,flat_chest,body_detail,186,7620,11662,200039,0.024409,0.015949,0.418697,-1.256022,0.047988,nsfw,explicit_nsfw,人物,胸部,weilin_tagcart.csv,444.235574,150.113173
after vaginal,after_vaginal,bouncing breasts,bouncing_breasts,body_detail,9,9682,3463,200039,0.00093,0.002599,0.053696,-4.219049,0.003433,nsfw,explicit_nsfw,人物,胸部,weilin_tagcart.csv,167.611146,150.094407
bouncing breasts,bouncing_breasts,after vaginal,after_vaginal,other,9,3463,9682,200039,0.002599,0.00093,0.053696,-4.219049,0.003433,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,167.611146,150.094407
cum in pussy,cum_in_pussy,foot focus,foot_focus,camera,70,34620,1572,200039,0.002022,0.044529,0.257296,-1.958499,0.024483,nsfw,explicit_nsfw,镜头,特写镜头,weilin_tagcart.csv,272.060148,150.070871
thighband pantyhose,thighband_pantyhose,eyelashes,eyelashes,body_detail,1,3079,9879,200039,0.000325,0.000101,0.006576,-7.248474,0.000342,suggestive,suggestive,人物,面部,danbooru_all.csv,152.057554,150.06413
fellatio,fellatio,squatting cowgirl position,squatting_cowgirl_position,other,5,13810,2316,200039,0.000362,0.002159,0.031272,-4.998995,0.001839,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,159.888622,150.044981
squatting cowgirl position,squatting_cowgirl_position,fellatio,fellatio,pose_action,5,2316,13810,200039,0.002159,0.000362,0.031272,-4.998995,0.001839,nsfw,explicit_nsfw,表情动作,性爱动作,danbooru_all.csv,159.888622,150.044981
sex,sex,viewfinder,viewfinder,camera,78,73101,779,200039,0.001067,0.100128,0.273999,-1.867759,0.026639,nsfw,explicit_nsfw,画面,背景,weilin_tagcart.csv,284.672884,150.044782
mole on breast,mole_on_breast,from behind,from_behind,camera,26,2025,19621,200039,0.01284,0.001325,0.130901,-2.933456,0.010186,suggestive,suggestive,镜头,镜头角度,weilin_tagcart.csv,198.623893,150.027311
missionary,missionary,public indecency,public_indecency,pose_action,0,11420,2627,200039,0,0,0,0,0,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,149.972455,149.972455
sex from behind,sex_from_behind,mouth hold,mouth_hold,expression,26,28679,1385,200039,0.000907,0.018773,0.130941,-2.933016,0.010189,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,198.563355,149.96781
licking penis,licking_penis,eyelashes,eyelashes,body_detail,11,3467,9879,200039,0.003173,0.001113,0.064245,-3.960268,0.004247,nsfw,explicit_nsfw,人物,面部,danbooru_all.csv,171.219077,149.925774
doggystyle,doggystyle,skindentation,skindentation,body_detail,77,13200,4288,200039,0.005833,0.017957,0.27213,-1.877631,0.02639,nsfw,explicit_nsfw,人物,皮肤,danbooru_all.csv,282.952824,149.906847
erection under clothes,erection_under_clothes,vaginal,vaginal,pose_action,4,516,61149,200039,0.007752,0.000065,0.025359,-5.301347,0.001453,nsfw,explicit_nsfw,人物,性器官,danbooru_all.csv,157.733662,149.835099
vaginal,vaginal,erection under clothes,erection_under_clothes,clothing,4,61149,516,200039,0.000065,0.007752,0.025359,-5.301347,0.001453,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,157.733662,149.835099
licking penis,licking_penis,no bra,no_bra,clothing,37,3467,12549,200039,0.010672,0.002948,0.170119,-2.555382,0.014223,nsfw,explicit_nsfw,服饰,上半身服装,danbooru_all.csv,217.494504,149.788916
no bra,no_bra,licking penis,licking_penis,pose_action,37,12549,3467,200039,0.002948,0.010672,0.170119,-2.555382,0.014223,suggestive,suggestive,表情动作,其他动作,weilin_tagcart.csv,217.494504,149.788916
bow panties,bow_panties,upper body,upper_body,camera,21,2496,15184,200039,0.008413,0.001383,0.110842,-3.173427,0.008265,suggestive,suggestive,镜头,镜头,weilin_tagcart.csv,189.459375,149.787051
string bikini,string_bikini,indoors,indoors,scene,216,1405,69155,200039,0.153737,0.003123,0.444701,-1.169091,0.160943,suggestive,suggestive,场景,室内,danbooru_all.csv,485.71916,149.774666
cowgirl position,cowgirl_position,object insertion,object_insertion,other,15,16456,2169,200039,0.000912,0.006916,0.084066,-3.572328,0.005876,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,178.430526,149.691521
object insertion,object_insertion,cowgirl position,cowgirl_position,other,15,2169,16456,200039,0.006916,0.000912,0.084066,-3.572328,0.005876,nsfw,review_context,NSFW,R18词,weilin_tagcart.csv,178.430526,149.691521
:>=,:>=,spread legs,spread_legs,pose_action,6,536,60233,200039,0.011194,0.0001,0.037176,-4.749471,0.002238,nsfw,review_context,表情动作,腿部动作,weilin_tagcart.csv,161.392968,149.616026
spread legs,spread_legs,:>=,:>=,pose_action,6,60233,536,200039,0.0001,0.011194,0.037176,-4.749471,0.002238,suggestive,suggestive,表情动作,颜文字,danbooru_all.csv,161.392968,149.616026
irrumatio,irrumatio,lying,lying,pose_action,85,1229,48027,200039,0.069162,0.00177,0.288069,-1.795515,0.039403,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,295.068377,149.554227
black pantyhose,black_pantyhose,interracial,interracial,body_detail,25,4916,7989,200039,0.005085,0.003129,0.127336,-2.97329,0.009831,suggestive,suggestive,人物,对象,danbooru_all.csv,196.331335,149.514729
bouncing breasts,bouncing_breasts,pillow,pillow,scene,192,3463,26106,200039,0.055443,0.007355,0.424838,-1.235016,0.054301,suggestive,suggestive,场景,床上用品,weilin_tagcart.csv,451.937262,149.506106
girl on top,girl_on_top,sleeping,sleeping,pose_action,6,22995,1403,200039,0.000261,0.004277,0.037203,-4.748448,0.00224,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,161.278476,149.501692
breasts squeezed together,breasts_squeezed_together,overflow,overflow,pose_action,10,2403,14058,200039,0.004161,0.000711,0.059216,-4.077875,0.003852,suggestive,suggestive,表情动作,性爱动作,danbooru_all.csv,168.87394,149.466097
overflow,overflow,breasts squeezed together,breasts_squeezed_together,body_detail,10,14058,2403,200039,0.000711,0.004161,0.059216,-4.077875,0.003852,nsfw,explicit_nsfw,人物,胸部,danbooru_all.csv,168.87394,149.466097
medium breasts,medium_breasts,thick thighs,thick_thighs,body_detail,14,59190,596,200039,0.000237,0.02349,0.079387,-3.654958,0.005479,suggestive,suggestive,表情动作,腿部动作,weilin_tagcart.csv,176.351811,149.463226
cum on tongue,cum_on_tongue,missionary,missionary,other,12,3023,11420,200039,0.00397,0.001051,0.069533,-3.846156,0.004667,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,172.579647,149.414044
missionary,missionary,cum on tongue,cum_on_tongue,other,12,11420,3023,200039,0.001051,0.00397,0.069533,-3.846156,0.004667,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,172.579647,149.414044
girl on top,girl_on_top,knees,knees,pose_action,11,22995,1485,200039,0.000478,0.007407,0.064439,-3.955926,0.00426,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,170.704588,149.413414
threesome,threesome,water,water,scene,56,3393,14665,200039,0.016505,0.003819,0.225132,-2.151158,0.020482,nsfw,explicit_nsfw,环境,水,danbooru_all.csv,248.74322,149.350599
fellatio,fellatio,covering,covering,pose_action,0,13810,2163,200039,0,0,0,0,0,nsfw,explicit_nsfw,表情动作,手部动作(放在某地),weilin_tagcart.csv,149.326031,149.326031
shirt lift,shirt_lift,maid headdress,maid_headdress,clothing,78,9955,5701,200039,0.007835,0.013682,0.274927,-1.862881,0.02673,nsfw,nudity_nsfw,服饰,头饰,weilin_tagcart.csv,283.711951,149.156236
cowgirl position,cowgirl_position,high heels,high_heels,clothing,74,16456,3371,200039,0.004497,0.021952,0.266848,-1.905912,0.025674,nsfw,explicit_nsfw,服饰,鞋子,weilin_tagcart.csv,277.311804,149.058529
spread ass,spread_ass,collarbone,collarbone,body_detail,11,556,61282,200039,0.019784,0.000179,0.06458,-3.952763,0.004269,suggestive,suggestive,人物,肩部,danbooru_all.csv,170.330746,149.041128
paizuri,paizuri,standing sex,standing_sex,pose_action,1,3817,7915,200039,0.000262,0.000126,0.006621,-7.238675,0.000345,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,151.028324,149.034946
standing sex,standing_sex,paizuri,paizuri,pose_action,1,7915,3817,200039,0.000126,0.000262,0.006621,-7.238675,0.000345,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,151.028324,149.034946
pussy juice,pussy_juice,mug,mug,prop,15,26338,1350,200039,0.00057,0.011111,0.08439,-3.56679,0.005899,nsfw,explicit_nsfw,物品,餐具,danbooru_all.csv,177.746839,149.012685
girl on top,girl_on_top,sand,sand,prop,63,22995,2259,200039,0.00274,0.027888,0.242608,-2.043299,0.022603,nsfw,explicit_nsfw,物品,其它物品,weilin_tagcart.csv,259.677888,148.962208
ass visible through thighs,ass_visible_through_thighs,legs up,legs_up,pose_action,0,5917,5036,200039,0,0,0,0,0,suggestive,suggestive,表情动作,腿部动作,weilin_tagcart.csv,148.961013,148.961013
group sex,group_sex,legs,legs,pose_action,30,7620,5369,200039,0.003937,0.005588,0.146686,-2.769201,0.01175,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,204.519019,148.919588
erection under clothes,erection_under_clothes,sex,sex,pose_action,21,516,73101,200039,0.040698,0.000287,0.111368,-3.166592,0.008305,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,188.56381,148.902541
sex,sex,erection under clothes,erection_under_clothes,clothing,21,73101,516,200039,0.000287,0.040698,0.111368,-3.166592,0.008305,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,188.56381,148.902541
bottomless,bottomless,highleg,highleg,clothing,3,17549,1765,200039,0.000171,0.0017,0.019375,-5.689669,0.001079,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,154.839731,148.897856
cross-section,cross-section,erection,erection,other,100,3211,19766,200039,0.031143,0.005059,0.315178,-1.665762,0.03217,nsfw,review_context,NSFW,R18词,weilin_tagcart.csv,317.28126,148.799037
erection,erection,cross-section,cross-section,camera,100,19766,3211,200039,0.005059,0.031143,0.315178,-1.665762,0.03217,nsfw,explicit_nsfw,镜头,特写镜头,weilin_tagcart.csv,317.28126,148.799037
penis,penis,black socks,black_socks,clothing,217,84272,1153,200039,0.002575,0.188205,0.446747,-1.16247,0.052627,nsfw,explicit_nsfw,服饰,袜子,danbooru_all.csv,485.733362,148.677496
sex from behind,sex_from_behind,fireplace,fireplace,scene,4,28679,1092,200039,0.000139,0.003663,0.02555,-5.290542,0.001464,nsfw,explicit_nsfw,场景,家具,weilin_tagcart.csv,156.556811,148.659011
small breasts,small_breasts,fake horns,fake_horns,body_detail,139,57593,1303,200039,0.002413,0.106677,0.370523,-1.432364,0.040261,suggestive,suggestive,人物,耳朵,weilin_tagcart.csv,375.145242,148.647961
penis,penis,baseball cap,baseball_cap,clothing,211,84272,1133,200039,0.002504,0.186231,0.442063,-1.177677,0.051818,nsfw,explicit_nsfw,服饰,帽子,weilin_tagcart.csv,477.307805,148.583045
cum in pussy,cum_in_pussy,head out of frame,head_out_of_frame,clothing,113,34620,1945,200039,0.003264,0.058098,0.335696,-1.574772,0.035079,nsfw,explicit_nsfw,服饰,头饰,weilin_tagcart.csv,336.61386,148.547533
completely nude,completely_nude,black sailor collar,black_sailor_collar,clothing,2,57225,533,200039,0.000035,0.003752,0.013117,-6.252428,0.000708,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,152.474892,148.501126
black thighhighs,black_thighhighs,torn pantyhose,torn_pantyhose,clothing,21,12676,2969,200039,0.001657,0.007073,0.11162,-3.163334,0.008323,suggestive,suggestive,服饰,袜子,danbooru_all.csv,188.138533,148.48255
torn pantyhose,torn_pantyhose,black thighhighs,black_thighhighs,clothing,21,2969,12676,200039,0.007073,0.001657,0.11162,-3.163334,0.008323,suggestive,suggestive,服饰,袜子,weilin_tagcart.csv,188.138533,148.48255
after vaginal,after_vaginal,licking penis,licking_penis,pose_action,10,9682,3467,200039,0.001033,0.002884,0.059593,-4.068712,0.003877,nsfw,explicit_nsfw,表情动作,其他动作,weilin_tagcart.csv,167.804748,148.400679
licking penis,licking_penis,after vaginal,after_vaginal,other,10,3467,9682,200039,0.002884,0.001033,0.059593,-4.068712,0.003877,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,167.804748,148.400679
bikini,bikini,covered navel,covered_navel,body_detail,25,7611,5130,200039,0.003285,0.004873,0.128084,-2.964835,0.009889,suggestive,suggestive,人物,腰部,danbooru_all.csv,195.184089,148.386194
girl on top,girl_on_top,raised eyebrows,raised_eyebrows,body_detail,80,22995,2488,200039,0.003479,0.032154,0.279718,-1.837953,0.027332,nsfw,explicit_nsfw,人物,眉毛,danbooru_all.csv,286.00203,148.379493
cum in mouth,cum_in_mouth,couch,couch,scene,21,8594,4376,200039,0.002444,0.004799,0.111702,-3.162272,0.008329,nsfw,explicit_nsfw,场景,家具,weilin_tagcart.csv,188.00006,148.345804
breasts squeezed together,breasts_squeezed_together,testicles,testicles,other,3,2403,12841,200039,0.001248,0.000234,0.019448,-5.684207,0.001083,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,154.254535,148.31288
testicles,testicles,breasts squeezed together,breasts_squeezed_together,body_detail,3,12841,2403,200039,0.000234,0.001248,0.019448,-5.684207,0.001083,nsfw,explicit_nsfw,人物,胸部,danbooru_all.csv,154.254535,148.31288
ass grab,ass_grab,bowtie,bowtie,clothing,111,8008,8327,200039,0.013861,0.01333,0.332985,-1.58647,0.034677,suggestive,suggestive,服饰,领口,weilin_tagcart.csv,333.348077,148.309442
penis,penis,on floor,on_floor,pose_action,134,84272,872,200039,0.00159,0.15367,0.36477,-1.454939,0.039365,nsfw,explicit_nsfw,表情动作,手放在某地,danbooru_all.csv,367.354286,148.233531
covering crotch,covering_crotch,cum,cum,other,41,837,53214,200039,0.048984,0.00077,0.18414,-2.441128,0.015722,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,222.657172,148.206895
cum,cum,covering crotch,covering_crotch,body_detail,41,53214,837,200039,0.00077,0.048984,0.18414,-2.441128,0.015722,nsfw,explicit_nsfw,表情动作,手部动作(放在某地),weilin_tagcart.csv,222.657172,148.206895
cleavage,cleavage,skirt lift,skirt_lift,clothing,217,12995,7468,200039,0.016699,0.029057,0.447295,-1.160702,0.052692,suggestive,suggestive,表情动作,手部动作,weilin_tagcart.csv,485.138698,148.201662
skirt lift,skirt_lift,cleavage,cleavage,body_detail,217,7468,12995,200039,0.029057,0.016699,0.447295,-1.160702,0.052692,nsfw,nudity_nsfw,人物,胸部,weilin_tagcart.csv,485.138698,148.201662
brown pantyhose,brown_pantyhose,navel,navel,body_detail,171,864,97400,200039,0.197917,0.001756,0.406479,-1.298747,0.181628,suggestive,suggestive,人物,腹部,weilin_tagcart.csv,420.685966,148.193871
completely nude,completely_nude,blue shorts,blue_shorts,clothing,0,57225,518,200039,0,0,0,0,0,nsfw,nudity_nsfw,服饰,裤子,danbooru_all.csv,148.183854,148.183854
sex from behind,sex_from_behind,between legs,between_legs,camera,3,28679,1075,200039,0.000105,0.002791,0.019465,-5.682944,0.001084,nsfw,explicit_nsfw,镜头,特写镜头,weilin_tagcart.csv,154.119572,148.177968
puckered anus,puckered_anus,closed mouth,closed_mouth,expression,48,889,52693,200039,0.053993,0.000911,0.204975,-2.286479,0.019516,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,234.174721,148.013528
areola slip,areola_slip,all fours,all_fours,pose_action,38,3017,14410,200039,0.012595,0.002637,0.174847,-2.515832,0.014698,nsfw,nudity_nsfw,表情动作,腿部动作,weilin_tagcart.csv,217.33247,147.976668
thighband pantyhose,thighband_pantyhose,water,water,scene,43,3079,14665,200039,0.013966,0.002932,0.190498,-2.392149,0.016424,suggestive,suggestive,环境,水,danbooru_all.csv,225.723659,147.915091
ass,ass,mug,mug,prop,111,49327,1350,200039,0.00225,0.082222,0.333441,-1.584496,0.034724,suggestive,suggestive,物品,餐具,danbooru_all.csv,332.892336,147.904303
completely nude,completely_nude,green skirt,green_skirt,clothing,0,57225,517,200039,0,0,0,0,0,nsfw,nudity_nsfw,服饰,裙子,danbooru_all.csv,147.897785,147.897785
after vaginal,after_vaginal,faceless male,faceless_male,other,27,9682,4095,200039,0.002789,0.006593,0.136226,-2.875928,0.010681,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,198.200301,147.878398
ass focus,ass_focus,missionary,missionary,other,11,2963,11420,200039,0.003712,0.000963,0.065029,-3.942765,0.004299,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,169.154315,147.869638
missionary,missionary,ass focus,ass_focus,camera,11,11420,2963,200039,0.000963,0.003712,0.065029,-3.942765,0.004299,nsfw,explicit_nsfw,镜头,特写镜头,weilin_tagcart.csv,169.154315,147.869638
cum in mouth,cum_in_mouth,bed,bed,scene,198,8594,10668,200039,0.023039,0.01856,0.432018,-1.210838,0.050072,nsfw,explicit_nsfw,场景,家具,weilin_tagcart.csv,458.314589,147.854087
pussy,pussy,pussy juice stain,pussy_juice_stain,body_detail,90,105972,568,200039,0.000849,0.158451,0.299101,-1.741296,0.02991,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,300.901804,147.820885
pussy juice stain,pussy_juice_stain,pussy,pussy,body_detail,90,568,105972,200039,0.158451,0.000849,0.299101,-1.741296,0.094785,nsfw,explicit_nsfw,人物,性器官,danbooru_all.csv,300.901804,147.820885
cum in pussy,cum_in_pussy,pulled by self,pulled_by_self,pose_action,15,34620,1020,200039,0.000433,0.014706,0.084973,-3.556859,0.005939,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,176.527577,147.802166
white bra,white_bra,day,day,scene,71,2939,18451,200039,0.024158,0.003848,0.261911,-1.932852,0.024993,suggestive,suggestive,环境,天气,weilin_tagcart.csv,271.084584,147.680256
ass visible through thighs,ass_visible_through_thighs,on side,on_side,pose_action,11,5917,5709,200039,0.001859,0.001927,0.06514,-3.940319,0.004306,suggestive,suggestive,表情动作,基础动作,weilin_tagcart.csv,168.867836,147.584372
white bikini,white_bikini,school uniform,school_uniform,clothing,11,2795,12082,200039,0.003936,0.00091,0.065161,-3.939851,0.004308,suggestive,suggestive,服饰,正装,weilin_tagcart.csv,168.813031,147.529801
erection,erection,pasties,pasties,prop,28,19766,2020,200039,0.001417,0.013861,0.140282,-2.833596,0.011081,nsfw,explicit_nsfw,物品,食物,weilin_tagcart.csv,199.597678,147.52558
sex from behind,sex_from_behind,undressing,undressing,clothing,0,28679,1029,200039,0,0,0,0,0,nsfw,explicit_nsfw,服饰,上衣,weilin_tagcart.csv,147.524688,147.524688
no bra,no_bra,hand on another's head,hand_on_another's_head,pose_action,50,12549,3777,200039,0.003984,0.013238,0.211022,-2.244532,0.018761,suggestive,suggestive,表情动作,手部动作(放在某地),weilin_tagcart.csv,236.941661,147.492782
skirt lift,skirt_lift,leotard,leotard,clothing,12,7468,4570,200039,0.001607,0.002626,0.070336,-3.8296,0.004721,nsfw,nudity_nsfw,服饰,正装,weilin_tagcart.csv,170.610531,147.454559
shirt lift,shirt_lift,soles,soles,body_detail,200,9955,9255,200039,0.02009,0.02161,0.434237,-1.203445,0.05042,nsfw,nudity_nsfw,人物,腿部,danbooru_all.csv,460.577812,147.425244
bow panties,bow_panties,all fours,all_fours,pose_action,17,2496,14410,200039,0.006811,0.00118,0.094549,-3.4028,0.006767,suggestive,suggestive,表情动作,腿部动作,weilin_tagcart.csv,179.801739,147.409065
bondage,bondage,testicles,testicles,other,47,3611,12841,200039,0.013016,0.00366,0.202762,-2.302142,0.017801,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,231.799054,147.32886
